State,ZIP Code,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag
VT,5819,6/1/23,FORD,FUSION,2020,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5602,6/1/23,FORD,FUSION,2020,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5401,6/1/23,FORD,FUSION,2020,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5201,6/1/23,FORD,C-MAX,2013,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5001,6/1/23,FORD,C-MAX,2014,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5346,6/1/23,FORD,C-MAX,2014,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5401,6/1/23,FORD,C-MAX,2015,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5455,6/1/23,FORD,C-MAX,2015,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5301,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5735,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5855,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5482,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5758,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5495,6/1/23,FORD,C-MAX,2016,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5403,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5408,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5828,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5462,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5667,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5641,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5404,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5753,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
