State,County,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag
MT,Flathead County,11/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,5/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/21,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/19,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,10/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,10/1/21,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,10/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/21,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,5/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,9/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/21,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,5/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/23,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,9/1/21,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2021,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/21,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/21,TESLA,MODEL S,2012,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,10/1/21,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,5/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/21,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2012,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/21,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/21,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,9/1/21,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/21,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/20,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,9/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/21,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,12/1/21,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/21,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/21,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,1/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,5/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/21,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,4/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/21,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,8/1/21,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,9/1/21,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,3/1/22,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,7/1/22,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,2/1/22,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,6/1/21,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,10/1/22,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Flathead County,11/1/21,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Missoula County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,9/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Ravalli County,9/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Madison County,3/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Hill County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Carbon County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Madison County,10/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Powell County,7/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,9/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Cascade County,10/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Carbon County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Big Horn County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,10/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,2/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,7/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,9/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,2/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Ravalli County,10/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,1/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Dawson County,1/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,8/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,10/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Ravalli County,12/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,12/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,11/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Phillips County,9/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,6/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,6/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,4/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,7/1/21,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Madison County,10/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,4/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,3/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Phillips County,4/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,2/1/22,TESLA,MODEL S,2020,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Jefferson County,12/1/22,TESLA,MODEL S,2023,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Missoula County,12/1/22,TESLA,MODEL S,2023,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,12/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Carbon County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,10/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Cascade County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,7/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Phillips County,11/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Phillips County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,3/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,6/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,4/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,7/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,2/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,9/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,1/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Park County,8/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,3/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,7/1/22,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,10/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Missoula County,12/1/21,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,8/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,8/1/22,TESLA,MODEL S,2019,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,12/1/20,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Gallatin County,7/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,4/1/22,TESLA,MODEL S,2012,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Yellowstone County,10/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Missoula County,8/1/22,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,9/1/21,TESLA,MODEL S,2013,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Carbon County,5/1/21,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Lewis and Clark County,5/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Deer Lodge County,9/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Teton County,2/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Valley County,11/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Granite County,1/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
MT,Carbon County,4/1/22,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),1,4,DMV Snapshot (12/19/2022),TRUE
