Timestamp (EST),baseline.out.electricity.bath_fan.energy_consumption.kwh,baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooking_range.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.ext_holiday-light.energy_consumption.kwh,baseline.out.electricity.exterior_lighting.energy_consumption.kwh,baseline.out.electricity.extra_refrigerator.energy_consumption.kwh,baseline.out.electricity.fans_cooling.energy_consumption.kwh,baseline.out.electricity.fans_heating.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.garage_lighting.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.heating_supplement.energy_consumption.kwh,baseline.out.electricity.hot_tub-heater.energy_consumption.kwh,baseline.out.electricity.hot_tub-pump.energy_consumption.kwh,baseline.out.electricity.house_fan.energy_consumption.kwh,baseline.out.electricity.interior_lighting.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.pumps_cooling.energy_consumption.kwh,baseline.out.electricity.pumps_heating.energy_consumption.kwh,baseline.out.electricity.pv.energy_consumption.kwh,baseline.out.electricity.range_fan.energy_consumption.kwh,baseline.out.electricity.recirc_pump.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.vehicle.energy_consumption.kwh,baseline.out.electricity.water_systems.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,baseline.out.fuel-oil.heating.energy_consumption.kwh,baseline.out.fuel-oil.water_systems.energy_consumption.kwh,baseline.out.natural-gas.clothes_dryer.energy_consumption.kwh,baseline.out.natural-gas.cooking_range.energy_consumption.kwh,baseline.out.natural-gas.fireplace.energy_consumption.kwh,baseline.out.natural-gas.grill.energy_consumption.kwh,baseline.out.natural-gas.heating.energy_consumption.kwh,baseline.out.natural-gas.hot_tub-heater.energy_consumption.kwh,baseline.out.natural-gas.lighting.energy_consumption.kwh,baseline.out.natural-gas.pool_heater.energy_consumption.kwh,baseline.out.natural-gas.water_systems.energy_consumption.kwh,baseline.out.propane.clothes_dryer.energy_consumption.kwh,baseline.out.propane.cooking_range.energy_consumption.kwh,baseline.out.propane.heating.energy_consumption.kwh,baseline.out.propane.water_systems.energy_consumption.kwh,baseline.out.wood.heating.energy_consumption.kwh
7:45 AM,317128.8266,3305022.278,21184895.68,1998620.034,26628827.48,77835656.9,2130811.078,0,6270779.269,7757457.546,14797864.35,30014266.46,5277125.441,559014.5297,114523770.6,5948487.063,1684444.605,2194961.08,0,70241857.59,165698736.5,250551.8199,22781972.81,298688.9988,521159.7933,-5297683.489,1053268.174,0,39840327.94,0,59151510.77,2559737.622,541055247,55552085.97,12245089.28,36866194.16,3007043.556,1724999.66,1354679804,1221858.544,326394.3065,9165238.969,284283286.3,709249.1094,5178787.032,83331849.41,15015640.21,0
8:00 AM,317128.8266,3270547.36,23383639.08,2128712.488,25614986.07,81970250.57,2255765.326,0,6270779.269,7757457.546,15447366.52,29505474.57,5277125.441,559014.5297,112506496.5,5770501.893,1684444.605,2194961.08,0,67978499.82,164733956.2,250551.8199,22781972.81,301870.0967,512803.1496,-6244126.501,1053268.174,0,39840327.94,0,59277281.91,2559737.622,530602993,54961915.37,13501293.53,35509641.07,3007043.556,1724999.66,1333320524,1221858.544,326394.3065,9165238.969,282076155.9,794567.7748,5030035.133,81798370.24,14949863.75,0
8:15 AM,317128.8266,2782966.795,25459262.83,2249828.077,24452634.99,85953844.35,2323094.448,0,4385083.307,7814975.909,16115665.84,29405628.06,5316225.721,390912.3854,112403276.8,5724157.029,1445117.782,1883099.794,0,73944229.25,168218355.3,389677.9549,35432321.24,299089.0459,530052.507,-7210533.872,1053268.174,0,40135520.46,0,59281384.75,2511839.992,528656588.4,54864832.85,14576554.66,33973475.89,2950775.969,1623813.163,1332448952,1048256.205,320286.8392,14254502.63,279805552.4,866587.8242,4806762.411,82618678.65,14849127.37,0
8:30 AM,241491.0248,2775443.589,27323851.08,2339112.541,23295594.36,91061913.71,2363828.911,0,4385083.307,7814975.909,16874064.72,28701176.46,5316225.721,390912.3854,109038733.1,5401741.406,1445117.782,1883099.794,0,72475076.34,167571090.1,389677.9549,35432321.24,304664.3425,504446.8096,-8198910.392,981043.8938,0,40135520.46,0,59173676.46,2511839.992,514318692.1,54638368.51,15639225.08,32307954.82,2950775.969,1623813.163,1299460435,1048256.205,320286.8392,14254502.63,277808120.9,932696.8413,4586237.67,80552638.78,14696547.66,0
8:45 AM,241491.0248,2779821.021,29165427.82,2406248.446,22091327.21,96409799.67,2386629.285,0,4385083.307,7814975.909,17716780.39,28018410.47,5316225.721,390912.3854,106763712.2,5145410.937,1445117.782,1883099.794,0,72480260.64,167701307.3,389677.9549,35432321.24,307878.0017,496093.3755,-9097670.504,981043.8938,0,40135520.46,0,59081733.94,2511839.992,502245802.2,54049138.1,16779917.18,30621840.1,2950775.969,1623813.163,1273718270,1048256.205,320286.8392,14254502.63,276642786.3,982426.5263,4352772.196,78581066.96,14615482.31,0
9:00 AM,241491.0248,2772242.425,30840226.32,2431326.952,20721265.94,102290128.1,2386087.232,0,4385083.307,7814975.909,18620106.68,27310866.91,5316225.721,390912.3854,104027029.5,4903851.355,1445117.782,1883099.794,0,70944480.51,167020744.7,389677.9549,35432321.24,312334.7141,485560.6605,-9991589.368,981043.8938,0,40135520.46,0,59057404.13,2511839.992,488688649.4,54205834.3,17706979.54,28749988.03,2950775.969,1623813.163,1244035262,1048256.205,320286.8392,14254502.63,275903849.4,1057049.38,4051637.24,76370406.48,14739385.54,0
9:15 AM,241491.0248,2599615.209,32090962.82,2427737.427,19391551.06,106690679.9,2334219.095,0,3766331.015,7681885.103,19353552.72,27094996.18,5225661.958,335753.129,103464155.1,4848969.665,1142057.187,1488188.493,0,73431272.8,168579663.6,454805.9705,41354228.66,307366.2217,501778.4355,-10885425.23,981043.8938,0,39451797.85,0,59202769.07,2530067.446,485557200.4,54109311.65,18397774.47,26839043.15,2972188.612,1652720.346,1239133688,828422.8098,322611.0373,16636899.33,275992233.8,1090214.33,3787026.855,76723007.69,14587068.48,0
9:30 AM,245268.6922,2598844.713,33044341.48,2435805.09,18315410.9,112424542.1,2248304.413,0,3766331.015,7681885.103,20195098.31,26332365.5,5225661.958,335753.129,100157431.4,4553294.62,1142057.187,1488188.493,0,72377568.74,168115946.1,454805.9705,41354228.66,313327.6173,475267.3529,-11761979.57,1073326.135,0,39451797.85,0,59592833.45,2530067.446,470128065.6,54379192.01,18952084.02,25358533.31,2972188.612,1652720.346,1203526454,828422.8098,322611.0373,16636899.33,276660165.6,1105647.499,3554200.34,74591779.17,14609673.75,0
9:45 AM,245268.6922,2599311.848,33804162.36,2427249.832,17511437.17,118109759,2139544.66,0,3766331.015,7681885.103,21090228.27,25627932.91,5225661.958,335753.129,97797726.33,4309003.914,1142057.187,1488188.493,0,71570892.75,167834076.2,454805.9705,41354228.66,317088.5994,466326.7449,-12397514.32,1073326.135,0,39451797.85,0,59916051.64,2530067.446,457426530.4,54328991.92,19371993.94,24162903.87,2972188.612,1652720.346,1175801126,828422.8098,322611.0373,16636899.33,276488664.8,1096093.807,3397774.6,72447752.86,14746006.51,0
10:00 AM,245268.6922,2598157.856,34131897.11,2393062.11,16822475.01,124001645.4,2032985.785,0,3766331.015,7681885.103,21990148.5,24936663.13,5225661.958,335753.129,95137142.49,4091057.412,1142057.187,1488188.493,0,70675828.05,167411063.1,454805.9705,41354228.66,320925.9155,455583.1676,-12992567.98,1073326.135,0,39451797.85,0,60217659.48,2530067.446,444340129.2,54090342.12,19575356.82,23174310.27,2972188.612,1652720.346,1146273174,828422.8098,322611.0373,16636899.33,275532826.8,1112890.87,3256621.191,70303299.51,14641260.55,0
10:15 AM,245268.6922,2648980.835,34347996.45,2375527.204,16384977.16,127811256.6,1926290.53,0,3925964.201,7624366.74,22621342.39,24866924.59,5186561.679,349983.7799,95716239.07,4060563.635,1004912.513,1309478.418,0,69282357.16,169092620,449663.8983,40886674.48,320172.4747,470248.8867,-13560750.18,1073326.135,0,39156605.33,0,60406201.72,2559737.622,443373721.5,53882700.32,19625448.01,22651896.75,3007043.556,1744271.115,1147777399,728941.1224,326394.3065,16448801.23,274985063.4,1115156.548,3191253.11,70749921.26,14568353.76,0
10:30 AM,251253.9341,2647578.68,34332332.53,2329594.485,16344381.62,133312564.9,1839362.106,0,3925964.201,7624366.74,23412980.31,24203550.8,5186561.679,349983.7799,92701824.25,3792092.143,1004912.513,1309478.418,0,68788031.17,168826262,449663.8983,40886674.48,326215.9764,445751.0548,-14081129.75,1189827.22,0,39156605.33,0,60392690.95,2559737.622,430134414.5,53756755.08,19656286.1,22715946.02,3007043.556,1744271.115,1116007525,728941.1224,326394.3065,16448801.23,273610332.9,1101682.622,3189436.199,68961948.71,14495382.15,0
10:45 AM,251253.9341,2645981.86,34123976.55,2275674.756,16796613.94,138589029.3,1770582.744,0,3925964.201,7624366.74,24244366.07,23602574.95,5186561.679,349983.7799,90677582.6,3608013.1,1004912.513,1309478.418,0,67857522.32,168383378.5,449663.8983,40886674.48,329501.4771,437596.7351,-14426902.23,1189827.22,0,39156605.33,0,60147173.77,2559737.622,419349525,52846372.21,19563128.3,23292831.74,3007043.556,1744271.115,1092036815,728941.1224,326394.3065,16448801.23,270181155.4,1100652.088,3275337.938,67083573.1,14349919.03,0
11:00 AM,251253.9341,2645085.382,33585591.28,2206005.872,17491421.4,144067935.1,1691275.959,0,3925964.201,7624366.74,25075419.83,22999863.81,5186561.679,349983.7799,88323056.64,3434878.568,1004912.513,1309478.418,0,67446151.5,168185715.6,449663.8983,40886674.48,333195.6665,427550.0112,-14715456.52,1189827.22,0,39156605.33,0,59523758.06,2559737.622,407845368.2,52179295.55,19321684.49,24263312.18,3007043.556,1744271.115,1065754530,728941.1224,326394.3065,16448801.23,265981865.5,1090562.159,3433179.931,65259441.38,14091533.2,0
11:15 AM,251253.9341,2636782.218,32962774.96,2151073.962,18413278.56,148819418.6,1639977.078,0,3896061.928,7890548.352,25902220.83,23097769.06,5367689.204,347318.1136,89616115.47,3522497.305,982592.686,1280393.963,0,65515386.76,170160960.9,439041.7326,39920830.81,331653.083,443711.0763,-14962787.17,1189827.22,0,40524050.56,0,58709666.76,2511839.992,410247035.2,51444874.16,19109014.57,25573782.33,2950775.969,1676816.479,1072335862,712750.8175,320286.8392,16060240.15,261550713.8,1060973.973,3633219.646,66189801.05,13892372.57,0
11:30 AM,249174.4008,2636128.561,32327349.02,2096139.826,19153312.07,153907796,1638971.773,0,3896061.928,7890548.352,26643549.87,22486517.01,5367689.204,347318.1136,86742358.03,3267727.706,982592.686,1280393.963,0,65621286.86,170192657.3,439041.7326,39920830.81,338022.3427,420116.5684,-15153579.02,1082877.458,0,40524050.56,0,57864773.7,2511839.992,398413662.5,50332305.02,18791636.16,26579054.82,2950775.969,1676816.479,1042721038,712750.8175,320286.8392,16060240.15,256399517.1,1032481.279,3795147.567,64419635.22,13660599.8,0
11:45 AM,249174.4008,2635175.406,31674532.42,2071681.501,19529052.95,158811084,1653514.753,0,3896061.928,7890548.352,27415730.6,21972018.78,5367689.204,347318.1136,85019982.69,3107046.635,982592.686,1280393.963,0,64812394.75,169785683.7,439041.7326,39920830.81,340856.712,413637.9562,-15146488.12,1082877.458,0,40524050.56,0,56770890.14,2511839.992,389664032.7,49068365.26,18401220.06,27091365.64,2950775.969,1676816.479,1022706726,712750.8175,320286.8392,16060240.15,250851990.5,1006446.728,3833678.739,62826289.64,13286370.01,0
12:00 PM,249174.4008,2634789.826,31003274.32,2027865.45,19438373.81,163902219.3,1673605.835,0,3896061.928,7890548.352,28194524.86,21437856.68,5367689.204,347318.1136,82857288.57,2962651.733,982592.686,1280393.963,0,64579458.11,169669372.8,439041.7326,39920830.81,344658.0332,404704.8128,-15079158.32,1082877.458,0,40524050.56,0,55465869.9,2511839.992,379657638.7,47759846.11,18041803.43,26921310.41,2950775.969,1676816.479,999211043.3,712750.8175,320286.8392,16060240.15,244270339.3,988169.0636,3806031.763,61122098.58,12936220.07,0
12:15 PM,249174.4008,2723267.619,30421919.21,1990958.688,18983280.47,168326030.4,1698323.566,0,4210267.39,8005585.077,29017321.2,21552352.36,5445889.762,375328.2558,83273290.49,3116412.049,982592.686,1280393.963,0,63037001.17,170225349.1,370085.6912,33650851.77,346864.1708,421159.7105,-14975631.85,1082877.458,0,41114435.59,0,54079882.36,2482169.816,381787981.5,46543957.28,17599403.01,26162956.33,2915921.024,1522626.667,1005848868,712750.8175,316503.57,13537813.45,237469005.1,974393.7698,3731828.58,61299731.48,12639472.59,0
12:30 PM,258459.6532,2724218.7,29790942.15,1973330.635,18319458.83,172465723.5,1723479.925,0,4210267.39,8005585.077,29663994.86,21126135.25,5445889.762,375328.2558,81086332.64,2948302.256,982592.686,1280393.963,0,63295505.77,170395326,370085.6912,33650851.77,350227.4411,401150.3268,-14812543.29,1157720.679,0,41114435.59,0,52575726.66,2482169.816,372984933,45262770.84,17254891.44,25246183.48,2915921.024,1522626.667,984622969.3,712750.8175,316503.57,13537813.45,231650080.4,964548.8146,3586257.008,59872143.85,12377422.27,0
12:45 PM,258459.6532,2722466.822,29312832.24,1960283.078,17485911.91,176651665.1,1726126.907,0,4210267.39,8005585.077,30347688,20739413.98,5445889.762,375328.2558,79826897.86,2834806.406,982592.686,1280393.963,0,62767721.37,170097496.8,370085.6912,33650851.77,353484.1641,396052.9415,-14588845.13,1157720.679,0,41114435.59,0,51105978.11,2482169.816,366934495.8,44100264.36,16961369.79,24099695.06,2915921.024,1522626.667,970081144.6,712750.8175,316503.57,13537813.45,225570212.8,955160.2115,3423699.642,58743611.16,11995537.69,0
1:00 PM,258459.6532,2722479.5,28838786.7,1977546.226,16527538.64,181015210.2,1717431.581,0,4210267.39,8005585.077,31046085.82,20334809.64,5445889.762,375328.2558,78218569.6,2724502.251,982592.686,1280393.963,0,62771236.76,170099911.8,370085.6912,33650851.77,356480.0907,388987.807,-14306333.67,1157720.679,0,41114435.59,0,49677113.88,2482169.816,359132766.4,42969177.51,16676497.78,22793438.69,2915921.024,1522626.667,952021718.8,712750.8175,316503.57,13537813.45,219278511.5,957377.4569,3233079.011,57432030.86,11759329.34,0
1:15 PM,258459.6532,2872580.384,28511800.56,1987460.11,15615791.14,184791566.4,1684947.352,0,4754032.406,8005585.077,31759806.88,20005326.04,5445889.762,423802.7007,76926078.93,2688826.6,1461246.331,1904116.536,0,62071545,168636744.3,294454.5233,26773922.23,357725.0735,388446.3594,-13982657.04,1157720.679,0,41114435.59,0,48243360.35,2482169.816,353154609.8,41882503.44,16491767.34,21604709.66,2915921.024,1729810.71,937973080,1059955.495,316503.57,10771209.21,214401798.7,937667.2935,3063308.154,55845879.4,11486320.13,0
1:30 PM,257109.3187,2875989.884,28359774.42,1993538.433,14866922.78,188492072.6,1625918.662,0,4754032.406,8005585.077,32384032.28,19655984.04,5445889.762,423802.7007,75371304.14,2586871.122,1461246.331,1904116.536,0,62602913.33,168907837.9,294454.5233,26773922.23,361200.4142,377188.9754,-13608487.61,1057645.182,0,41114435.59,0,46865247.94,2482169.816,346300541.9,41039393.77,16429290.7,20570950.81,2915921.024,1729810.71,922076729.9,1059955.495,316503.57,10771209.21,209553997.8,933823.9226,2888329.841,54762833.78,11260517.61,0
1:45 PM,257109.3187,2876468.127,28390565.37,2017298.3,14314991.84,192066842.7,1571388.214,0,4754032.406,8005585.077,33014884.32,19359709.59,5445889.762,423802.7007,74340818.53,2509038.908,1461246.331,1904116.536,0,62669018.81,168930826.7,294454.5233,26773922.23,364500.5279,372284.2081,-13084111.59,1057645.182,0,41114435.59,0,45610642.33,2482169.816,341368003.9,40195765.51,16405176.55,19844516.16,2915921.024,1729810.71,909963895.3,1059955.495,316503.57,10771209.21,205794519.3,939843.2538,2793486.683,53945331.89,11123231.26,0
2:00 PM,257109.3187,2879965.83,28513576.02,2040827.788,14211798.66,195712747.2,1528697.894,0,4754032.406,8005585.077,33642183.78,19078058.35,5445889.762,423802.7007,73225397.78,2434951.959,1461246.331,1904116.536,0,63222100.51,169204615.4,294454.5233,26773922.23,367451.7954,367172.5302,-12515196.66,1057645.182,0,41114435.59,0,44638213.49,2482169.816,336094423.3,39781776.79,16453964.04,19712023.02,2915921.024,1729810.71,897419068.9,1059955.495,316503.57,10771209.21,203427372.6,941851.0442,2763469.771,53126552.87,10842735.59,0
2:15 PM,257109.3187,2964303.482,28717068.45,2075348.941,14491651.49,200500395.1,1494764.935,0,5043396.505,7872494.271,34562145.25,18899780.9,5355326,449598.3361,72881759.36,2361442.771,3311866.997,4315617.826,0,64382901.5,170917550.4,242000.7184,22004445.18,369958.3456,368857.194,-11922051.42,1057645.182,0,40430712.98,0,43840209.81,2530067.446,333000123.6,39417686.34,16599013.74,20117946.96,2972188.612,2129741.103,891486491.1,2402354.448,322611.0373,8852437.853,201466344.5,952842.0126,2806355.423,52571350.16,10793880.25,0
2:30 PM,300224.6729,2974748.354,28961134.45,2096887.009,15036292.76,203380925.2,1468502.417,0,5043396.505,7872494.271,35108813.78,18648913.71,5355326,449598.3361,71631892.57,2285963.292,3311866.997,4315617.826,0,65780021.64,171666158.2,242000.7184,22004445.18,372220.1343,360803.7284,-11296439.85,1692692.877,0,40430712.98,0,43244917.38,2530067.446,328261816.2,39229945.96,16735955.38,20873609.37,2972188.612,2129741.103,879599067.1,2402354.448,322611.0373,8852437.853,200486835.6,962104.6114,2932695.117,51847264.9,10762136.34,0
2:45 PM,300224.6729,2982240.771,29301070.7,2106300.278,16084525.76,206043281.4,1458544.49,0,5043396.505,7872494.271,35621235.82,18481856.62,5355326,449598.3361,71115888.34,2246042.312,3311866.997,4315617.826,0,66800895.72,172211615.6,242000.7184,22004445.18,374622.161,357653.1498,-10515921.34,1692692.877,0,40430712.98,0,42862528.48,2530067.446,325935985.3,39279992.94,16822714.61,22245565.49,2972188.612,2129741.103,872943975.7,2402354.448,322611.0373,8852437.853,200434318.6,971202.0879,3102373.491,51431380.71,10735477.13,0
3:00 PM,300224.6729,2993097.855,29649609.65,2108865.187,17622828.56,208407197.7,1477806.735,0,5043396.505,7872494.271,36067922.36,18338171.93,5355326,449598.3361,70493571.94,2227587.101,3311866.997,4315617.826,0,68203519.19,172988432.8,242000.7184,22004445.18,376358.1421,354636.1666,-9718859.362,1692692.877,0,40430712.98,0,42752759.12,2530067.446,323423644.3,39544007.4,16965399.39,24363467.78,2972188.612,2129741.103,866168536.8,2402354.448,322611.0373,8852437.853,201958639.2,982452.6835,3388260.866,51025265.03,10762360.94,0
3:15 PM,300224.6729,3244945.825,29720919.73,2107597.398,19631245.89,212053147.2,1518205.927,0,5771636.07,8214248.327,36845256.93,18615129.4,5587917.009,514517.9387,72671411.36,2303623.024,7325585.914,9545802.768,0,73340083.76,177903736.1,168421.5957,15314102.34,376928.9005,363472.5624,-8918476.037,1692692.877,0,42186688.31,0,42833846.71,3134509.188,328703206,39908773.31,17118930.92,27174082.76,3682254.608,3502970.839,878113400.9,5313816.623,399683.9143,6160897.862,203964735.9,969119.0046,3800917.334,51623875.76,10945028.94,0
3:30 PM,473276.3501,3271710.705,29754567.45,2097752.743,22124127.92,213040423.6,1584555.846,0,5771636.07,8214248.327,37106705.98,18572412.74,5587917.009,514517.9387,72198369.51,2281866.849,7325585.914,9545802.768,0,75585932.84,179258428.1,168421.5957,15314102.34,378379.4629,358224.2866,-8110651.315,2943930.803,0,42186688.31,0,43193173.64,3134509.188,327866985.2,40538562.15,17146398.09,30520379.53,3682254.608,3502970.839,874435653.4,5313816.623,399683.9143,6160897.862,206343319.3,979499.9406,4312712.059,51443723.36,11061367.6,0
3:45 PM,473276.3501,3293026.345,29807128.69,2067718.712,24957339.02,213593078.3,1685567.816,0,5771636.07,8214248.327,37272429.72,18605808.35,5587917.009,514517.9387,72420869.13,2290528.731,7325585.914,9545802.768,0,77340654.98,180348644.4,168421.5957,15314102.34,379397.1246,358704.8314,-7179309.414,2943930.803,0,42186688.31,0,43644990.73,3134509.188,329227314.3,41309231.14,17086497.47,34448882.8,3682254.608,3502970.839,876357768.5,5313816.623,399683.9143,6160897.862,209439291.8,996766.8654,4831520.097,51558147.63,11233682.32,0
4:00 PM,473276.3501,3317933.337,29710774.78,1986448.747,28181418.54,213756053,1829410.186,0,5771636.07,8214248.327,37353905.06,18665075.55,5587917.009,514517.9387,72548239.71,2313451.75,7325585.914,9545802.768,0,79408889.48,181629228.7,168421.5957,15314102.34,379562.3975,359508.9113,-6280367.932,2943930.803,0,42186688.31,0,44364511.15,3134509.188,330722084.7,42152962.11,17020830.12,38880540.03,3682254.608,3502970.839,878232869.6,5313816.623,399683.9143,6160897.862,214521183.2,994316.5992,5463461.355,51705632.6,11549515.5,0
4:15 PM,473276.3501,4004886.628,29370772.59,1918352.242,31486369.98,215285987.4,2021548.633,0,7552442.482,8919166.638,37836224.87,18931908.02,6067472.897,673269.6052,74520321.56,2451835.208,8651872.716,11274056.64,0,92447168.2,190705409.2,103412.5934,9403016.472,380594.6292,369090.0533,-5404406.316,2943930.803,0,45807156.32,0,45489495.32,4065322.869,336844632.3,43191310.68,16902844.27,43502983.89,4775724.992,5468890.945,889307661.7,6275875.486,518372.7531,3782854.704,219785983.4,980925.1668,6104525.816,52526432.04,11811848.84,0
4:30 PM,779859.4911,4065404.823,28875895.34,1859703.069,34471160.92,213921443.1,2324519.904,0,7552442.482,8919166.638,37681700.28,19117690.4,6067472.897,673269.6052,75024790.22,2490822.912,8651872.716,11274056.64,0,95619396.97,192696688.6,103412.5934,9403016.472,380543.9625,367827.0474,-4537244.128,2863570.009,0,45807156.32,0,46794493.78,4065322.869,340732142.2,44395167.76,16737227.81,47472892.2,4775724.992,5468890.945,896172830.4,6275875.486,518372.7531,3782854.704,225801026.5,964397.5834,6669766.412,53044895.68,12218835.71,0
4:45 PM,779859.4911,4110918.414,28203166.73,1826233.405,36857904.47,212048727.6,2725232.367,0,7552442.482,8919166.638,37444682.94,19371268.88,6067472.897,673269.6052,76038891.77,2557634.626,8651872.716,11274056.64,0,97980425.49,194214471.8,103412.5934,9403016.472,380538.017,372941.249,-3734903.19,2863570.009,0,45807156.32,0,48192038.65,4065322.869,346383390.4,45430035.98,16321504.7,50779365.23,4775724.992,5468890.945,907638554.2,6275875.486,518372.7531,3782854.704,231509863.8,950472.8697,7160290.857,53821195.85,12352152.46,0
5:00 PM,779859.4911,4155287.954,27577806.82,1803018.024,38580886.27,209570984.5,3208958.462,0,7552442.482,8919166.638,37072838.62,19636845.8,6067472.897,673269.6052,76934328.63,2637818.114,8651872.716,11274056.64,0,100365327.1,195744900.6,103412.5934,9403016.472,379284.3159,377139.1043,-3045870.182,2863570.009,0,45807156.32,0,49549972.27,4065322.869,351716471.9,46489012.04,15955519.32,52981952.83,4775724.992,5468890.945,918763708.2,6275875.486,518372.7531,3782854.704,236784600.3,927813.5903,7496079.056,54573439.35,12591610.59,0
5:15 PM,779859.4911,4954221.946,27040662.1,1787576.399,39396058.69,207596976,3777275.923,0,9408236.171,9415421.7,36966331.37,19433953.09,6405001.54,838706.0832,76126645.37,2670173.717,5977863.724,7789616.934,0,124984148.6,202984122.8,61361.94638,5579469.326,381750.5075,375834.5803,-2457411.571,2863570.009,0,48355371.62,0,50846088.46,4852443.658,348841971.8,47788172.78,15639316.97,54202142.01,5700392.614,5097926.784,909270304,4336209.008,618739.1898,2244633.076,242452190.4,889450.8803,7655054.34,53961242.01,13017377.9,0
5:30 PM,897407.6075,5033056.677,26506166.1,1789354.883,39378586.62,202987716.7,4394259.86,0,9408236.171,9415421.7,36251114.44,19674867.2,6405001.54,838706.0832,76880285.31,2683565.392,5977863.724,7789616.934,0,128711729.2,205059470.1,61361.94638,5579469.326,381098.7658,374406.3206,-1953244.952,1775274.867,0,48355371.62,0,52177114.85,4852443.658,353767742.1,48962069.38,15437487.87,54260397.32,5700392.614,5097926.784,919673307.3,4336209.008,618739.1898,2244633.076,247882533.2,861277.0566,7696306.029,54560258.72,13292078.07,0
5:45 PM,897407.6075,5086819.021,26099799.27,1812822.908,38331421.63,198258150.6,4971050.485,0,9408236.171,9415421.7,35525944.63,19977348.86,6405001.54,838706.0832,77864602.1,2734110.64,5977863.724,7789616.934,0,131228256.7,206521112.9,61361.94638,5579469.326,381342.093,377643.9098,-1500482.36,1775274.867,0,48355371.62,0,53503870.59,4852443.658,360021623.6,49726143.39,15326586.9,52993939.92,5700392.614,5097926.784,932389211.2,4336209.008,618739.1898,2244633.076,252577806.2,868146.1361,7527349.252,55439915.38,13550022.19,0
6:00 PM,897407.6075,5138959.79,25900553.73,1866755.3,36416477.04,193121239.4,5461927.729,0,9408236.171,9415421.7,34698202.89,20327702.09,6405001.54,838706.0832,79009379.81,2819016.206,5977863.724,7789616.934,0,133601119.6,207896755.3,61361.94638,5579469.326,379519.504,381951.584,-1104725.432,1775274.867,0,48355371.62,0,54555764.96,4852443.658,366846578,50415017.7,15230581.95,50427201.97,5700392.614,5097926.784,946978279.7,4336209.008,618739.1898,2244633.076,255463881.9,884353.8223,7139211.557,56384211.92,13660769.74,0
6:15 PM,897407.6075,5633909.152,25981918,1943440.807,34042285.41,189151270.8,5852952.371,0,10435961.66,9264276.814,34186923.54,20158003.52,6302074.573,930323.6404,78136642.98,2815445.644,4437535.495,5782450.593,0,163564054.1,204512948.9,36151.55708,3287159.48,381400.8311,382859.6318,-792228.9073,1775274.867,0,47578311.43,0,55346839.89,5598451.549,364342399.4,50794226.91,15197659.14,47077306.78,6576762.989,3348835.534,938608177.9,3218889.268,713863.2862,1322431.662,257573560.8,895364.7545,6681276.257,56170867.49,13840105.58,0
6:30 PM,884200.3009,5704113.657,26226535.45,2016692.957,31399261.22,182786210.3,6088476.205,0,10435961.66,9264276.814,33127157.28,20447895.07,6302074.573,930323.6404,78948902.99,2824870.881,4437535.495,5782450.593,0,166909780.6,205981992.4,36151.55708,3287159.48,379362.7901,382564.1888,-551320.3846,981180.1078,0,47578311.43,0,56073571.22,5598451.549,370033044.7,51398412.44,15371621.01,43416090.98,6576762.989,3348835.534,951681364.2,3218889.268,713863.2862,1322431.662,260643253.3,904941.236,6170245.87,56881476,14024557.43,0
6:45 PM,884200.3009,5750746.147,26637382.34,2074037.652,28674054.93,176572636.4,6169112.982,0,10435961.66,9264276.814,32115279.61,20772224.87,6302074.573,930323.6404,80014405.99,2890940.379,4437535.495,5782450.593,0,169100474,206966632.5,36151.55708,3287159.48,378643.7373,386076.2231,-379551.1633,981180.1078,0,47578311.43,0,56771991.26,5598451.549,376643964.4,52093502.03,15750816.74,39719166.66,6576762.989,3348835.534,965544641.3,3218889.268,713863.2862,1322431.662,264242061.7,924445.7353,5641891.758,57841106.71,14029160.55,0
7:00 PM,884200.3009,5806675.785,27390236.99,2129166.55,25834384.85,169908799.7,6099615.148,0,10435961.66,9264276.814,31010175.21,21128694.59,6302074.573,930323.6404,81169295.22,2971126.9,4437535.495,5782450.593,0,171769135.8,208092834.1,36151.55708,3287159.48,376462.6497,390431.898,-234171.4454,981180.1078,0,47578311.43,0,57516232.61,5598451.549,383379034.4,52489091.88,16108084.99,35850687.76,6576762.989,3348835.534,980542317.7,3218889.268,713863.2862,1322431.662,266303612,939892.5441,5087530.043,58743593.98,14238600.33,0
