,state_num,ev,pct_car_buyers,car_buyers,pct_boomers,boomers,Under 5,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,+85 years,median_hh_inc,inc_norm,boomer_saturation,ev_per_c,ev_per_1k_b,ev_saturation,zip,kids,20s,30s,40s,50s,60s,70s,80s
0,7.0,2.0,86.0,14506.0,30.5,5146.0,2.6,2.8,3.4,4.3,4.6,4.9,6.5,7.2,6.9,6.9,8.2,7.5,8.2,7.2,6.6,4.8,3.7,3.7,38798.0,-0.902471142137306,0.35474975872052944,0.00013787398317937404,0.3885758694385079,0.0,907,0.14,0.095,0.13699999999999998,0.138,0.157,0.154,0.11399999999999999,0.07400000000000001
1,1.0,1.0,74.3,28392.0,21.8,8344.0,5.6,6.2,6.6,6.1,5.8,7.1,7.4,6.3,5.7,5.7,6.3,6.7,6.4,5.2,4.4,3.0,2.1,3.2,42537.0,-0.7656606245186658,0.2938856015779093,3.522118906734291e-05,0.11983223487118036,0.0,1040,0.257,0.12899999999999998,0.13699999999999998,0.114,0.13,0.11600000000000002,0.07400000000000001,0.053000000000000005
2,6.0,1.0,77.1,1298.0,26.1,440.0,4.8,5.0,7.2,5.5,4.2,4.3,6.5,6.2,5.8,6.2,6.5,8.3,8.7,8.0,5.8,3.0,2.1,2.0,74375.0,0.39929611791039765,0.3389830508474576,0.0007704160246533128,2.2675736961451247,0.0,1081,0.22900000000000006,0.085,0.127,0.12,0.14800000000000002,0.16699999999999998,0.08800000000000001,0.040999999999999995
3,6.0,1.0,75.6,11108.0,27.6,4050.0,4.3,5.8,6.6,6.7,5.1,4.0,4.5,5.6,5.3,5.9,7.3,8.1,8.1,6.6,5.8,4.1,2.7,3.6,111487.0,1.7572292363546278,0.36460208858480375,9.002520705797624e-05,0.24685262898049865,0.0,1095,0.24400000000000005,0.091,0.10099999999999999,0.11199999999999999,0.154,0.147,0.09899999999999999,0.063
4,5.0,1.0,90.6,145.0,41.9,67.0,5.0,1.9,1.3,1.3,1.9,6.9,5.0,3.1,6.3,3.8,7.5,13.1,6.9,13.8,9.4,6.3,5.6,1.3,74375.0,0.39929611791039765,0.46206896551724136,0.006896551724137931,14.705882352941176,0.0,1258,0.09400000000000006,0.08800000000000001,0.081,0.10099999999999999,0.20600000000000002,0.20700000000000002,0.157,0.06899999999999999
5,6.0,1.0,69.5,5473.0,26.6,2098.0,2.9,3.4,4.6,12.9,18.3,3.0,3.4,3.8,4.0,4.6,4.9,5.3,5.6,6.7,5.6,4.3,2.9,3.8,91917.0,1.0411602794686183,0.3833363785857848,0.0001827151470856934,0.4764173415912339,0.0,1267,0.305,0.213,0.072,0.086,0.102,0.12300000000000001,0.09899999999999999,0.06699999999999999
6,2.0,1.0,74.3,1143.0,21.4,329.0,3.8,5.2,7.1,8.5,8.6,5.4,5.5,5.7,6.2,5.5,7.2,6.4,7.9,6.0,4.1,3.4,1.8,1.6,103000.0,1.446688754132269,0.2878390201224847,0.0008748906386701663,3.0303030303030303,0.0,1342,0.257,0.14,0.11199999999999999,0.11699999999999999,0.136,0.139,0.075,0.034
7,6.0,1.0,83.0,3264.0,35.3,1388.0,2.7,5.0,4.5,4.2,3.7,3.6,4.8,6.4,5.3,6.5,6.0,7.9,9.9,10.6,8.5,4.9,2.7,2.6,61711.0,-0.0640813613948872,0.4252450980392157,0.00030637254901960784,0.7199424046076314,0.0,1370,0.17,0.07300000000000001,0.11199999999999999,0.11800000000000001,0.139,0.205,0.134,0.053000000000000005
8,5.0,1.0,77.1,12896.0,24.9,4172.0,4.5,5.8,6.2,5.5,4.6,5.3,6.1,6.1,6.6,6.6,7.4,7.5,7.0,6.1,5.1,3.6,2.7,3.2,83265.0,0.7245824248453299,0.3235111662531017,7.754342431761787e-05,0.23963575365444525,0.0,1501,0.22900000000000006,0.09899999999999999,0.122,0.132,0.149,0.131,0.087,0.059000000000000004
9,1.0,1.0,72.4,15623.0,18.3,3957.0,5.4,6.9,7.6,6.8,4.9,5.8,6.4,7.6,7.0,7.1,7.1,6.8,5.6,4.5,3.5,2.6,1.9,2.6,119148.0,2.0375462664365758,0.2532804198937464,6.400819304871024e-05,0.25265285497726125,0.0,1581,0.27599999999999997,0.107,0.14,0.141,0.13899999999999998,0.10099999999999999,0.061,0.045
10,5.0,1.0,76.2,31474.0,17.6,7282.0,5.8,5.6,5.5,5.5,7.0,9.3,9.2,7.3,6.2,5.8,6.1,6.3,6.5,4.7,3.5,2.3,1.7,1.6,59123.0,-0.15877663275007334,0.2313655715828938,3.177225646565419e-05,0.13730605519703418,0.0,1604,0.23799999999999996,0.163,0.165,0.12,0.12399999999999999,0.11199999999999999,0.057999999999999996,0.033
11,6.0,1.0,73.3,28982.0,15.3,6038.0,5.7,6.0,6.0,6.9,9.6,8.1,8.5,7.9,6.5,5.7,5.9,5.9,5.2,3.9,2.9,2.0,1.5,1.8,67048.0,0.1312001931733618,0.20833620868125044,3.450417500517563e-05,0.16559032952475575,0.0,1702,0.267,0.177,0.16399999999999998,0.122,0.11800000000000001,0.091,0.049,0.033
12,0.0,1.0,58.3,907.0,2.3,36.0,10.9,13.8,9.4,6.8,5.5,8.2,12.4,12.1,6.6,6.5,2.7,1.7,2.1,0.3,0.4,0.1,0.1,0.6,105625.0,1.5427378605106938,0.03969128996692393,0.0011025358324145535,27.027027027027028,0.0,1731,0.41700000000000004,0.13699999999999998,0.245,0.131,0.044000000000000004,0.024,0.005,0.006999999999999999
13,6.0,1.0,74.6,13826.0,27.2,5036.0,3.7,6.0,7.5,7.4,4.2,3.1,3.5,4.9,6.2,7.1,7.8,8.3,7.6,6.4,5.2,4.2,3.0,4.1,160448.0,3.548718873457127,0.3642412845363807,7.232749891508752e-05,0.1985308715505261,0.0,1742,0.25400000000000006,0.07300000000000001,0.084,0.133,0.161,0.14,0.094,0.071
14,7.0,1.0,74.6,13826.0,27.2,5036.0,3.7,6.0,7.5,7.4,4.2,3.1,3.5,4.9,6.2,7.1,7.8,8.3,7.6,6.4,5.2,4.2,3.0,4.1,160448.0,3.548718873457127,0.3642412845363807,7.232749891508752e-05,0.1985308715505261,0.0,1742,0.25400000000000006,0.07300000000000001,0.084,0.133,0.161,0.14,0.094,0.071
15,1.0,3.0,75.5,23010.0,20.3,6180.0,5.4,5.7,6.5,5.8,5.7,6.5,7.5,7.0,6.3,6.5,7.0,7.2,6.4,5.4,4.1,2.9,1.9,2.3,86203.0,0.8320842437176393,0.2685788787483703,0.0001303780964797914,0.4853583562530335,0.0,1757,0.245,0.122,0.145,0.128,0.142,0.11800000000000001,0.07,0.041999999999999996
16,5.0,3.0,75.5,23010.0,20.3,6180.0,5.4,5.7,6.5,5.8,5.7,6.5,7.5,7.0,6.3,6.5,7.0,7.2,6.4,5.4,4.1,2.9,1.9,2.3,86203.0,0.8320842437176393,0.2685788787483703,0.0001303780964797914,0.4853583562530335,0.0,1757,0.245,0.122,0.145,0.128,0.142,0.11800000000000001,0.07,0.041999999999999996
17,7.0,1.0,72.4,25796.0,20.7,7375.0,4.5,6.3,7.7,7.8,6.0,4.0,4.5,5.5,6.4,7.6,7.7,8.2,6.9,5.2,4.4,3.2,2.0,2.1,153315.0,3.287721435058154,0.2858970383005117,3.876570010854396e-05,0.13557483731019523,0.0,1810,0.27599999999999997,0.1,0.1,0.14,0.15899999999999997,0.12100000000000001,0.07600000000000001,0.040999999999999995
18,7.0,1.0,73.8,18944.0,17.8,4554.0,5.7,5.9,7.1,6.3,6.3,7.0,7.9,6.6,6.3,6.0,7.1,7.3,6.6,5.3,3.5,2.3,1.5,1.4,67016.0,0.1300293088289391,0.24039273648648649,5.2787162162162165e-05,0.21953896816684962,0.0,1832,0.262,0.133,0.145,0.12300000000000001,0.144,0.11899999999999998,0.057999999999999996,0.028999999999999998
19,6.0,1.0,70.3,11723.0,13.7,2288.0,6.9,6.9,8.0,6.6,6.9,8.1,8.1,7.2,6.6,5.3,6.5,6.6,5.6,4.1,2.8,1.6,1.0,1.1,55837.0,-0.27901181886797966,0.19517188432994967,8.530239699735562e-05,0.436871996505024,0.0,1850,0.29700000000000004,0.15,0.153,0.11899999999999998,0.131,0.09699999999999999,0.044000000000000004,0.021
20,6.0,1.0,75.0,15347.0,28.0,5720.0,4.0,5.8,7.1,7.1,4.7,2.7,3.2,4.5,6.0,6.7,8.2,8.8,7.8,7.1,6.7,4.6,2.7,2.5,131293.0,2.481933465280755,0.3727112790773441,6.515931452401121e-05,0.17479461632581716,0.0,1945,0.25,0.07400000000000001,0.077,0.127,0.17,0.149,0.113,0.052000000000000005
21,6.0,3.0,78.3,24761.0,23.3,7379.0,5.7,5.2,5.1,4.8,4.9,7.1,8.3,7.5,5.7,5.4,6.5,7.5,7.1,5.6,4.5,3.2,2.7,3.2,90341.0,0.9834942255058002,0.2980089657122087,0.00012115827309074755,0.4065040650406504,0.0,2062,0.21700000000000003,0.12,0.158,0.11100000000000002,0.14,0.127,0.077,0.059000000000000004
22,6.0,1.0,70.8,13136.0,21.7,4031.0,4.8,7.3,8.5,7.6,4.5,2.8,3.6,5.9,7.4,8.1,7.5,7.3,6.9,6.4,4.6,2.9,1.7,2.1,144280.0,2.9571295584375563,0.3068666260657735,7.61266747868453e-05,0.248015873015873,0.0,2067,0.29200000000000004,0.073,0.095,0.155,0.14800000000000002,0.133,0.075,0.038
23,5.0,1.0,82.0,3469.0,20.8,879.0,2.8,2.0,2.5,9.6,6.1,12.2,11.3,6.9,4.8,4.4,5.9,7.4,7.0,6.2,3.9,3.4,2.0,1.6,152442.0,3.255778246536872,0.25338714326895356,0.0002882675122513693,1.1363636363636362,0.0,2108,0.18,0.18299999999999997,0.18200000000000002,0.092,0.133,0.132,0.073,0.036000000000000004
24,0.0,1.0,82.1,19221.0,21.7,5077.0,2.8,1.8,1.4,7.6,12.1,13.9,11.5,6.8,4.2,3.4,4.4,6.0,5.8,5.1,5.2,3.5,2.3,2.1,115825.0,1.9159572452954305,0.2641381821965558,5.202642942614848e-05,0.19692792437967704,0.0,2116,0.17900000000000005,0.26,0.183,0.076,0.10400000000000001,0.10899999999999999,0.087,0.044000000000000004
25,6.0,2.0,82.1,19221.0,21.7,5077.0,2.8,1.8,1.4,7.6,12.1,13.9,11.5,6.8,4.2,3.4,4.4,6.0,5.8,5.1,5.2,3.5,2.3,2.1,115825.0,1.9159572452954305,0.2641381821965558,0.00010405285885229697,0.3938558487593541,0.0,2116,0.17900000000000005,0.26,0.183,0.076,0.10400000000000001,0.10899999999999999,0.087,0.044000000000000004
26,6.0,1.0,88.1,19125.0,6.8,1478.0,3.0,2.1,1.7,2.6,26.9,27.5,12.8,5.3,3.1,2.4,2.4,2.3,2.4,1.8,1.4,0.9,0.7,0.7,66095.0,0.09632979379102316,0.07728104575163398,5.22875816993464e-05,0.676132521974307,0.0,2134,0.11900000000000005,0.544,0.18100000000000002,0.055,0.04699999999999999,0.042,0.023,0.013999999999999999
27,5.0,1.0,88.4,41765.0,14.2,6686.0,3.2,2.5,2.0,2.5,16.8,25.4,13.1,6.1,3.6,3.0,3.2,3.2,2.9,3.1,2.9,2.0,2.1,2.3,83383.0,0.7289000608653886,0.16008619657608045,2.3943493355680593e-05,0.14954389113204725,0.0,2135,0.11599999999999994,0.42200000000000004,0.192,0.066,0.064,0.06,0.049,0.044000000000000004
28,5.0,1.0,86.3,13053.0,12.0,1820.0,4.1,3.0,2.2,3.1,13.2,20.3,15.4,8.2,5.1,3.9,3.6,4.1,3.8,3.1,3.0,1.8,1.0,1.1,87739.0,0.8882866922499291,0.13943154830307208,7.661074082586379e-05,0.5491488193300385,0.0,2141,0.13700000000000004,0.335,0.23600000000000002,0.09,0.077,0.069,0.048,0.021
29,1.0,3.0,89.2,4015.0,9.9,446.0,4.8,2.5,1.0,1.7,10.3,23.4,19.4,10.8,5.0,3.6,3.6,2.9,2.7,2.2,1.7,1.8,1.5,1.0,134575.0,2.6020222908556083,0.11108343711083438,0.0007471980074719801,6.7114093959731544,0.0,2142,0.10799999999999997,0.337,0.302,0.086,0.065,0.049,0.035,0.025
30,5.0,5.0,89.2,4015.0,9.9,446.0,4.8,2.5,1.0,1.7,10.3,23.4,19.4,10.8,5.0,3.6,3.6,2.9,2.7,2.2,1.7,1.8,1.5,1.0,134575.0,2.6020222908556083,0.11108343711083438,0.0012453300124533001,11.185682326621924,0.0,2142,0.10799999999999997,0.337,0.302,0.086,0.065,0.049,0.035,0.025
31,1.0,1.0,76.3,47476.0,17.4,10846.0,5.7,5.6,5.7,5.6,6.4,8.6,8.6,7.8,7.2,6.3,6.5,6.2,5.8,4.4,3.4,2.5,1.8,2.0,68199.0,0.1733154394368159,0.2284522706209453,2.1063274075322267e-05,0.09219138932423711,0.0,2151,0.23700000000000002,0.15,0.16399999999999998,0.135,0.127,0.102,0.059000000000000004,0.038
32,1.0,1.0,80.6,16084.0,20.9,4166.0,4.5,4.6,4.3,4.9,7.0,9.2,9.4,7.1,5.6,6.6,6.1,7.3,6.8,5.9,4.4,2.9,1.8,1.8,85821.0,0.8181068118560934,0.25901517035563293,6.217358865953743e-05,0.23998080153587714,0.0,2170,0.19400000000000006,0.162,0.165,0.122,0.13399999999999998,0.127,0.07300000000000001,0.036000000000000004
33,5.0,1.0,72.7,26325.0,18.4,6669.0,5.8,6.4,7.2,6.7,6.2,6.5,7.1,6.7,6.5,6.2,6.7,6.9,6.5,5.0,3.8,2.7,1.7,1.5,70986.0,0.2752921478088807,0.25333333333333335,3.798670465337132e-05,0.14992503748125935,0.0,2302,0.27299999999999996,0.127,0.138,0.127,0.136,0.115,0.065,0.032
34,6.0,1.0,75.9,17073.0,18.2,4105.0,4.9,5.8,6.5,5.8,8.2,10.5,7.7,6.8,6.4,6.4,5.5,5.2,4.8,4.7,4.4,2.9,1.9,1.7,126094.0,2.2917013494478287,0.24043811866690096,5.857201429157149e-05,0.24354603019970775,0.0,2445,0.24099999999999994,0.187,0.145,0.128,0.107,0.095,0.07300000000000001,0.036
35,6.0,1.0,76.6,24393.0,15.0,4777.0,4.6,4.2,3.7,7.8,12.6,10.7,10.2,8.3,5.9,5.1,5.0,5.1,4.7,3.9,3.2,2.1,1.6,1.4,87922.0,0.8949826870945965,0.19583487065961547,4.0995367523469845e-05,0.2092925910422771,0.0,2453,0.23400000000000007,0.23299999999999998,0.185,0.11,0.10099999999999999,0.086,0.053000000000000005,0.03
36,6.0,1.0,72.6,19813.0,20.2,5519.0,4.9,7.2,8.0,6.5,4.2,4.7,5.3,6.7,7.6,7.6,7.5,6.9,5.9,4.9,4.2,3.2,2.0,2.6,140091.0,2.803853479725472,0.27855448442941505,5.047191238076011e-05,0.18115942028985507,0.0,2478,0.2740000000000001,0.08900000000000001,0.12,0.152,0.14400000000000002,0.10800000000000001,0.07400000000000001,0.046
37,6.0,1.0,69.2,8205.0,23.8,2817.0,4.0,5.7,8.2,10.4,8.4,2.4,2.1,4.0,5.1,7.1,7.8,8.1,6.9,5.0,5.0,3.4,2.7,3.7,206250.0,5.224620271683648,0.343327239488117,0.0001218769043266301,0.35486160397445,0.0,2493,0.308,0.10800000000000001,0.061,0.122,0.15899999999999997,0.11900000000000001,0.084,0.064
38,6.0,1.0,80.7,4172.0,30.2,1560.0,4.0,4.4,5.0,4.6,5.2,5.3,6.2,6.3,5.6,5.2,6.3,8.2,8.5,8.8,7.3,4.3,2.4,2.2,78419.0,0.5472666269368168,0.37392138063279,0.00023969319271332693,0.6406149903907751,0.0,2539,0.19299999999999998,0.105,0.125,0.10800000000000001,0.145,0.17300000000000001,0.11599999999999999,0.046
39,6.0,1.0,88.0,7434.0,48.0,4060.0,2.1,2.8,2.9,3.7,3.8,3.8,4.3,3.7,3.8,4.0,5.6,7.6,9.7,10.6,9.9,8.1,5.8,8.0,75809.0,0.45176637259484004,0.5461393596986818,0.00013451708366962604,0.2462447672986949,0.0,2540,0.12,0.076,0.08,0.078,0.132,0.20299999999999996,0.18,0.138
40,6.0,1.0,80.1,2567.0,33.6,1075.0,3.7,4.1,5.1,5.8,4.8,5.1,5.0,4.1,3.3,4.8,7.3,9.7,9.6,10.2,7.2,3.8,2.8,3.6,104917.0,1.5168320443903416,0.41877678223607323,0.00038955979742890534,0.929368029739777,0.0,2562,0.19900000000000007,0.09899999999999999,0.091,0.081,0.17,0.19799999999999998,0.11,0.064
41,6.0,1.0,86.8,4993.0,47.1,2708.0,2.8,3.0,3.3,3.8,2.9,3.3,4.4,3.8,3.5,3.9,6.0,8.1,10.7,11.2,11.2,8.6,4.6,4.9,66996.0,0.1292975061136749,0.542359303024234,0.0002002803925495694,0.36913990402362495,0.0,2642,0.13200000000000003,0.06199999999999999,0.08199999999999999,0.07400000000000001,0.141,0.21899999999999997,0.19799999999999998,0.095
42,6.0,1.0,80.5,12820.0,30.0,4772.0,3.8,4.2,5.5,5.0,4.8,5.1,5.7,5.3,5.9,6.0,7.2,8.0,8.2,7.5,6.1,4.2,3.3,4.0,75645.0,0.44576559032967367,0.3722308892355694,7.800312012480499e-05,0.20951183741881416,0.0,2719,0.195,0.09899999999999999,0.11,0.11900000000000001,0.152,0.157,0.10300000000000001,0.073
43,6.0,1.0,74.9,14901.0,25.6,5095.0,4.0,5.7,6.7,7.5,5.2,4.4,4.7,5.4,5.7,6.7,7.3,8.2,7.4,6.5,5.3,3.7,2.5,3.2,106888.0,1.5889512019796275,0.3419233608482652,6.710958996040534e-05,0.19623233908948196,0.0,2818,0.25099999999999995,0.09600000000000002,0.10100000000000002,0.124,0.155,0.139,0.09,0.057
44,5.0,1.0,76.5,13703.0,25.6,4582.0,4.5,5.9,6.3,5.9,5.0,5.1,5.5,5.9,6.2,6.0,6.8,8.2,7.7,6.8,5.2,3.4,2.9,2.8,97111.0,1.2312094446227284,0.3343793329927753,7.297672042618404e-05,0.2181976871045167,0.0,2865,0.235,0.10099999999999999,0.114,0.122,0.15,0.145,0.086,0.056999999999999995
45,1.0,1.0,80.5,16891.0,32.4,6805.0,3.4,4.3,5.4,5.3,5.7,4.5,4.6,4.7,5.0,5.1,6.9,9.0,9.4,8.7,7.4,4.6,2.6,3.5,93262.0,1.090374012070135,0.40287727191995737,5.920312592504884e-05,0.14692918013517486,0.0,2879,0.195,0.102,0.09300000000000001,0.10099999999999999,0.159,0.18100000000000002,0.12,0.061
46,6.0,1.0,83.6,21374.0,19.5,4984.0,4.2,3.3,3.3,3.8,14.3,12.7,10.0,7.0,4.8,4.5,5.2,5.3,5.1,4.5,4.4,2.8,2.0,2.8,83358.0,0.7279853074713084,0.2331804996724993,4.678581454103116e-05,0.20060180541624872,0.0,2906,0.16400000000000006,0.27,0.17,0.09300000000000001,0.105,0.096,0.07200000000000001,0.048
47,6.0,1.0,71.4,27507.0,13.3,5137.0,6.4,6.3,6.8,7.1,10.3,9.4,8.8,7.1,6.2,5.6,5.5,5.2,4.8,3.6,2.7,1.7,1.0,1.6,56338.0,-0.26068016085061174,0.18675246300941578,3.635438252081288e-05,0.19462826002335537,0.0,2908,0.2859999999999999,0.19700000000000004,0.159,0.11800000000000001,0.107,0.084,0.044000000000000004,0.026000000000000002
48,1.0,1.0,79.5,23444.0,25.7,7579.0,4.2,4.8,5.1,5.3,5.3,6.2,6.6,6.3,5.8,6.1,7.6,7.7,7.6,6.2,5.4,3.7,2.6,3.3,68955.0,0.20097758207380226,0.32328101006654153,4.265483705852244e-05,0.13192612137203166,0.0,2919,0.205,0.115,0.12899999999999998,0.11899999999999998,0.153,0.138,0.09100000000000001,0.059000000000000004
49,5.0,2.0,76.3,11297.0,21.6,3200.0,4.5,4.8,5.8,6.3,8.9,5.3,5.9,6.6,5.7,6.3,7.3,7.9,7.6,6.1,4.7,3.2,1.9,1.3,82230.0,0.686711634330408,0.28326104275471364,0.00017703815172169602,0.6248047485160887,0.0,3106,0.23700000000000002,0.142,0.125,0.12,0.152,0.13699999999999998,0.079,0.032
50,7.0,1.0,74.2,18532.0,23.5,5869.0,4.0,4.6,5.0,9.6,10.0,6.2,6.3,5.9,4.9,5.4,5.6,6.5,6.0,6.0,4.9,3.6,2.6,3.0,57100.0,-0.2327984773990461,0.3166954457155191,5.3960716598316424e-05,0.17035775127768313,0.0,3431,0.25799999999999995,0.162,0.122,0.10300000000000001,0.121,0.12,0.085,0.055999999999999994
51,6.0,1.0,80.1,982.0,28.7,352.0,2.0,5.3,5.7,6.1,4.5,5.1,4.6,7.4,3.9,3.9,8.2,9.9,11.1,9.5,6.0,2.3,2.8,1.5,93177.0,1.0872638505302623,0.35845213849287166,0.0010183299389002036,2.8328611898017,0.0,3466,0.19900000000000007,0.096,0.12,0.078,0.18100000000000002,0.20600000000000002,0.083,0.043
52,6.0,3.0,68.6,7492.0,17.9,1955.0,2.3,3.7,3.9,15.6,26.7,7.2,3.1,3.3,3.6,3.6,4.1,3.6,3.5,3.8,3.0,2.6,2.4,4.1,97147.0,1.2325266895102038,0.2609450080085424,0.000400427122263748,1.5337423312883436,0.0,3755,0.31400000000000006,0.33899999999999997,0.064,0.07200000000000001,0.077,0.073,0.055999999999999994,0.065
53,6.0,1.0,82.0,8072.0,22.8,2240.0,5.0,4.2,4.2,3.6,6.0,10.4,10.9,7.3,5.2,5.4,6.0,6.3,6.4,5.6,4.9,3.0,2.3,3.1,78210.0,0.539619288562306,0.27750247770069375,0.0001238850346878097,0.44622936189201245,0.0,3766,0.18,0.16399999999999998,0.182,0.10600000000000001,0.12300000000000001,0.12,0.079,0.054000000000000006
54,6.0,1.0,80.1,2428.0,31.9,968.0,3.3,4.5,5.1,6.1,4.0,4.7,6.9,4.7,4.9,5.8,6.9,7.9,9.2,8.9,7.5,4.5,2.6,2.6,88194.0,0.9049352040221894,0.3986820428336079,0.00041186161449752884,1.0319917440660473,0.0,3782,0.19900000000000007,0.087,0.11600000000000002,0.107,0.14800000000000002,0.18100000000000002,0.12,0.052000000000000005
55,6.0,1.0,84.3,3296.0,36.4,1423.0,3.9,3.7,3.4,3.8,4.6,5.4,5.4,4.5,4.8,5.2,6.6,8.3,10.8,8.8,9.5,4.3,3.1,3.8,61514.0,-0.07128961814023947,0.43173543689320387,0.00030339805825242716,0.7022471910112359,0.0,3860,0.15700000000000003,0.1,0.099,0.1,0.149,0.196,0.138,0.069
56,6.0,1.0,78.7,17614.0,24.0,5373.0,4.6,5.2,5.2,5.2,5.5,6.6,6.8,6.0,5.9,6.4,7.0,8.2,8.1,6.5,5.1,3.3,2.1,2.1,67115.0,0.13365173226949684,0.30504144430566593,5.677302146020211e-05,0.18608113137327875,0.0,3867,0.21299999999999997,0.121,0.128,0.12300000000000001,0.152,0.146,0.08399999999999999,0.042
57,0.0,1.0,77.7,17061.0,26.8,5886.0,4.2,5.5,5.9,5.8,5.2,4.5,5.0,6.0,5.9,6.3,7.4,8.3,7.4,6.5,5.7,4.2,2.6,3.5,103495.0,1.4648008713350578,0.3449973624054862,5.8613211417853584e-05,0.16986580601324952,0.0,4074,0.22299999999999998,0.09699999999999999,0.11,0.122,0.157,0.139,0.099,0.061
58,1.0,1.0,75.8,4304.0,20.5,1163.0,5.2,5.1,6.7,6.1,4.5,5.3,6.7,6.6,6.8,6.8,7.9,8.8,8.1,6.1,4.7,2.6,1.1,1.0,74150.0,0.3910633373636755,0.27021375464684017,0.00023234200743494423,0.8591065292096219,0.0,4260,0.24200000000000002,0.098,0.133,0.136,0.16700000000000004,0.142,0.07300000000000001,0.021
59,1.0,1.0,77.2,7468.0,25.0,2418.0,4.6,5.6,6.2,5.2,5.1,6.1,6.7,7.1,6.0,6.4,6.1,6.9,7.3,5.7,5.4,3.2,2.8,3.7,48450.0,-0.5493031517508081,0.3237814675950723,0.0001339046598821639,0.41339396444811904,0.0,4412,0.22799999999999998,0.11199999999999999,0.138,0.124,0.13,0.13,0.08600000000000002,0.065
60,1.0,1.0,80.0,1937.0,30.5,739.0,4.6,5.6,5.2,3.8,3.5,4.7,6.3,6.9,5.3,5.8,6.7,6.9,9.7,7.3,7.3,4.7,2.8,3.0,60788.0,-0.09785405670432955,0.3815178110480124,0.0005162622612287042,1.3513513513513513,0.0,4640,0.2,0.08199999999999999,0.132,0.111,0.136,0.17,0.12,0.057999999999999996
61,6.0,1.0,76.3,2570.0,24.4,821.0,5.4,6.4,5.6,5.5,4.5,5.4,7.0,5.8,6.1,5.9,7.3,8.0,7.3,7.7,5.4,3.5,1.7,1.4,61224.0,-0.08190075751157022,0.3194552529182879,0.0003891050583657588,1.2165450121654502,0.0,4927,0.23700000000000002,0.099,0.128,0.12,0.153,0.15,0.08900000000000001,0.030999999999999996
62,6.0,104.0,80.2,6960.0,27.9,2419.0,4.3,5.0,5.0,4.6,4.6,7.0,7.0,6.8,5.5,5.3,6.8,7.2,8.1,7.5,5.9,3.7,2.7,3.0,63213.0,-0.009122977478546563,0.3475574712643678,0.014942528735632184,42.97520661157025,0.0,5001,0.19799999999999998,0.11599999999999999,0.138,0.10800000000000001,0.14,0.156,0.09600000000000002,0.057
63,6.0,6.0,83.1,59.0,46.5,33.0,5.6,5.6,2.8,2.8,4.2,0.0,2.8,1.4,2.8,7.0,8.5,5.6,5.6,9.9,9.9,15.5,8.5,1.4,72167.0,0.3185050981452311,0.559322033898305,0.1016949152542373,176.47058823529412,1.0,5031,0.16900000000000007,0.042,0.041999999999999996,0.098,0.141,0.155,0.254,0.099
64,6.0,20.0,77.1,2028.0,30.9,812.0,4.4,5.9,6.6,5.0,4.5,3.7,7.2,6.0,5.0,4.8,6.0,7.0,9.0,9.0,6.8,4.3,3.0,1.9,63205.0,-0.009415698564652238,0.40039447731755423,0.009861932938856016,24.600246002460025,0.0,5032,0.22900000000000006,0.08199999999999999,0.132,0.098,0.13,0.18,0.111,0.049
65,6.0,20.0,76.0,2260.0,27.1,806.0,5.1,6.5,6.7,5.1,3.8,6.2,6.2,6.4,6.3,5.1,5.8,7.2,8.4,7.2,6.4,3.6,1.8,2.4,68510.0,0.18469497165917403,0.3566371681415929,0.008849557522123894,24.783147459727388,0.0,5033,0.24,0.1,0.126,0.11399999999999999,0.13,0.15600000000000003,0.1,0.042
66,6.0,4.0,85.5,248.0,39.3,114.0,4.5,3.4,4.1,1.7,7.6,2.1,4.8,4.8,8.6,4.5,5.2,7.6,7.2,13.4,7.6,4.5,3.4,4.8,63889.0,0.015611954297383044,0.4596774193548387,0.016129032258064516,34.78260869565217,0.0,5034,0.145,0.09699999999999999,0.096,0.131,0.128,0.20600000000000002,0.121,0.08199999999999999
67,6.0,7.0,79.4,509.0,33.7,216.0,4.5,5.0,2.8,7.2,2.7,4.1,6.2,4.8,5.6,6.1,5.9,8.4,9.0,10.5,6.2,6.6,2.7,1.7,53750.0,-0.35537543220579787,0.4243614931237721,0.0137524557956778,32.25806451612903,0.0,5035,0.20599999999999993,0.068,0.11,0.11699999999999999,0.14300000000000002,0.195,0.128,0.044000000000000004
68,6.0,15.0,80.3,755.0,30.4,286.0,3.7,6.6,5.0,3.7,3.9,4.4,6.6,5.5,6.1,4.5,5.9,9.0,11.4,8.0,7.3,3.8,2.6,2.0,60048.0,-0.12493075716910457,0.37880794701986753,0.019867549668874173,52.26480836236934,0.0,5036,0.19700000000000004,0.083,0.121,0.106,0.149,0.19399999999999998,0.111,0.046
69,6.0,16.0,82.5,726.0,30.9,272.0,3.2,4.4,3.8,4.4,3.4,5.3,4.5,5.6,6.0,7.0,8.8,9.3,7.0,10.2,7.5,4.4,3.6,1.4,93750.0,1.1082299983225814,0.3746556473829201,0.02203856749311295,58.608058608058606,1.0,5037,0.175,0.087,0.10099999999999999,0.13,0.18100000000000002,0.172,0.11900000000000001,0.05
