,bd,hour,time,end_use,category,energy
1031,False,12,11:00:00,pool_pump,Pool,1.8447790747942059
1032,False,12,11:00:00,range_oven,Kitchen,0.7589364065678352
1033,False,12,11:00:00,refrigerator,Kitchen,1.416939901724652
1034,False,12,11:00:00,well_pump,Kitchen,0.0804395368511607
1035,False,12,11:15:00,ceiling_fan,HVAC,0.05330105844754855
1036,False,12,11:15:00,clothes_dryer,Laundry,1.8831231995672417
1037,False,12,11:15:00,clothes_washer,Laundry,0.10486316578800105
1038,False,12,11:15:00,cooling,HVAC,3.28447200062133
1039,False,12,11:15:00,cooling_fans_pumps,HVAC,0.5388792805530144
1040,False,12,11:15:00,dishwasher,Kitchen,0.113711602238443
1041,False,12,11:15:00,freezer,Kitchen,0.2150784044627232
1042,False,12,11:15:00,heating,HVAC,1.70113185420184
1043,False,12,11:15:00,heating_fans_pumps,HVAC,1.0718692433082804
1044,False,12,11:15:00,heating_hp_bkup,HVAC,0.052881799235771895
1045,False,12,11:15:00,hot_tub_heater,Hot Tub,0.049680964562516285
1046,False,12,11:15:00,hot_tub_pump,Hot Tub,0.04918948023064089
1047,False,12,11:15:00,hot_water,HVAC,2.389436266756454
1048,False,12,11:15:00,lighting_exterior,Lighting,0.10388952599768256
1049,False,12,11:15:00,lighting_garage,Lighting,0.015892472381760933
1050,False,12,11:15:00,lighting_interior,Lighting,2.2788476767471075
1051,False,12,11:15:00,mech_vent,HVAC,0.04392077801280346
1052,False,12,11:15:00,plug_loads,Plugs,5.836569008607655
1053,False,12,11:15:00,pool_heater,Pool,0.09263487849307298
1054,False,12,11:15:00,pool_pump,Pool,1.8020342749265326
1055,False,12,11:15:00,range_oven,Kitchen,0.7695948408614594
1056,False,12,11:15:00,refrigerator,Kitchen,1.4761958255806442
1057,False,12,11:15:00,well_pump,Kitchen,0.07862138851855875
1058,False,12,11:30:00,ceiling_fan,HVAC,0.05329285885879498
1059,False,12,11:30:00,clothes_dryer,Laundry,1.8650942187721715
1060,False,12,11:30:00,clothes_washer,Laundry,0.10273102721540475
1061,False,12,11:30:00,cooling,HVAC,3.423494162163346
1062,False,12,11:30:00,cooling_fans_pumps,HVAC,0.5625326882396919
1063,False,12,11:30:00,dishwasher,Kitchen,0.11037270023839081
1064,False,12,11:30:00,freezer,Kitchen,0.2150784044627232
1065,False,12,11:30:00,heating,HVAC,1.6186274448654627
1066,False,12,11:30:00,heating_fans_pumps,HVAC,1.0245758320530673
1067,False,12,11:30:00,heating_hp_bkup,HVAC,0.046941810925486875
1068,False,12,11:30:00,hot_tub_heater,Hot Tub,0.049680964562516285
1069,False,12,11:30:00,hot_tub_pump,Hot Tub,0.04918948023064089
1070,False,12,11:30:00,hot_water,HVAC,2.3989679695368045
1071,False,12,11:30:00,lighting_exterior,Lighting,0.10388952599768256
1072,False,12,11:30:00,lighting_garage,Lighting,0.015892472381760933
1073,False,12,11:30:00,lighting_interior,Lighting,2.284306000592288
1074,False,12,11:30:00,mech_vent,HVAC,0.04392077801280346
1075,False,12,11:30:00,plug_loads,Plugs,5.837771205797063
1076,False,12,11:30:00,pool_heater,Pool,0.09263487849307298
1077,False,12,11:30:00,pool_pump,Pool,1.8020342749265326
1078,False,12,11:30:00,range_oven,Kitchen,0.7765978788490107
1079,False,12,11:30:00,refrigerator,Kitchen,1.4761958255806442
1080,False,12,11:30:00,well_pump,Kitchen,0.07862138851855875
1081,False,12,11:45:00,ceiling_fan,HVAC,0.05325559246440004
1082,False,12,11:45:00,clothes_dryer,Laundry,1.850925427604678
1083,False,12,11:45:00,clothes_washer,Laundry,0.09995647295866683
1084,False,12,11:45:00,cooling,HVAC,3.548752258346825
1085,False,12,11:45:00,cooling_fans_pumps,HVAC,0.5837850894015905
1086,False,12,11:45:00,dishwasher,Kitchen,0.10733742851888982
1087,False,12,11:45:00,freezer,Kitchen,0.2150784044627232
1088,False,12,11:45:00,heating,HVAC,1.5928067434831497
1089,False,12,11:45:00,heating_fans_pumps,HVAC,1.004504662665021
1090,False,12,11:45:00,heating_hp_bkup,HVAC,0.045283775520581764
1091,False,12,11:45:00,hot_tub_heater,Hot Tub,0.049680964562516285
1092,False,12,11:45:00,hot_tub_pump,Hot Tub,0.04918948023064089
1093,False,12,11:45:00,hot_water,HVAC,2.3687867072156115
1094,False,12,11:45:00,lighting_exterior,Lighting,0.10388952599768256
1095,False,12,11:45:00,lighting_garage,Lighting,0.015892472381760933
1096,False,12,11:45:00,lighting_interior,Lighting,2.2539976691950816
1097,False,12,11:45:00,mech_vent,HVAC,0.04392077801280346
1098,False,12,11:45:00,plug_loads,Plugs,5.818462941858433
1099,False,12,11:45:00,pool_heater,Pool,0.09263487849307298
1100,False,12,11:45:00,pool_pump,Pool,1.8020342749265326
1101,False,12,11:45:00,range_oven,Kitchen,0.7697280473542044
1102,False,12,11:45:00,refrigerator,Kitchen,1.4761958255806442
1103,False,12,11:45:00,well_pump,Kitchen,0.07862138851855875
1104,False,13,12:00:00,ceiling_fan,HVAC,0.0532584893250974
1105,False,13,12:00:00,clothes_dryer,Laundry,1.8130907575197082
1106,False,13,12:00:00,clothes_washer,Laundry,0.09655531300328819
1107,False,13,12:00:00,cooling,HVAC,3.6749169737299128
1108,False,13,12:00:00,cooling_fans_pumps,HVAC,0.6059692977213643
1109,False,13,12:00:00,dishwasher,Kitchen,0.10794282330530575
1110,False,13,12:00:00,freezer,Kitchen,0.2150784044627232
1111,False,13,12:00:00,heating,HVAC,1.544309220164509
1112,False,13,12:00:00,heating_fans_pumps,HVAC,0.9736863855864103
1113,False,13,12:00:00,heating_hp_bkup,HVAC,0.042544032691546114
1114,False,13,12:00:00,hot_tub_heater,Hot Tub,0.049680964562516285
1115,False,13,12:00:00,hot_tub_pump,Hot Tub,0.04918948023064089
1116,False,13,12:00:00,hot_water,HVAC,2.3474758287470934
1117,False,13,12:00:00,lighting_exterior,Lighting,0.10388952599768256
1118,False,13,12:00:00,lighting_garage,Lighting,0.015892472381760933
1119,False,13,12:00:00,lighting_interior,Lighting,2.250682040279276
1120,False,13,12:00:00,mech_vent,HVAC,0.04392077801280346
1121,False,13,12:00:00,plug_loads,Plugs,5.8151791784103
1122,False,13,12:00:00,pool_heater,Pool,0.09263487849307298
1123,False,13,12:00:00,pool_pump,Pool,1.8020342749265326
1124,False,13,12:00:00,range_oven,Kitchen,0.7501144837576742
1125,False,13,12:00:00,refrigerator,Kitchen,1.4761958255806442
1126,False,13,12:00:00,well_pump,Kitchen,0.07862138851855875
1127,False,13,12:15:00,ceiling_fan,HVAC,0.055212151819135545
1128,False,13,12:15:00,clothes_dryer,Laundry,1.7738730573987478
1129,False,13,12:15:00,clothes_washer,Laundry,0.09488627934759986
1130,False,13,12:15:00,cooling,HVAC,3.782412943997816
1131,False,13,12:15:00,cooling_fans_pumps,HVAC,0.6247458649736907
1132,False,13,12:15:00,dishwasher,Kitchen,0.11167805512822489
1133,False,13,12:15:00,freezer,Kitchen,0.22174928545675418
1134,False,13,12:15:00,heating,HVAC,1.5564104874827571
1135,False,13,12:15:00,heating_fans_pumps,HVAC,0.9790843172509507
1136,False,13,12:15:00,heating_hp_bkup,HVAC,0.04437087160624019
1137,False,13,12:15:00,hot_tub_heater,Hot Tub,0.049680964562516285
1138,False,13,12:15:00,hot_tub_pump,Hot Tub,0.04918948023064089
1139,False,13,12:15:00,hot_water,HVAC,2.309724382033006
1140,False,13,12:15:00,lighting_exterior,Lighting,0.11398302335598626
1141,False,13,12:15:00,lighting_garage,Lighting,0.01874534007599548
1142,False,13,12:15:00,lighting_interior,Lighting,2.195179122205059
1143,False,13,12:15:00,mech_vent,HVAC,0.03989006639875285
1144,False,13,12:15:00,plug_loads,Plugs,5.836300484350809
1145,False,13,12:15:00,pool_heater,Pool,0.07788411292141179
1146,False,13,12:15:00,pool_pump,Pool,1.5152457532778292
1147,False,13,12:15:00,range_oven,Kitchen,0.7358655133779977
1148,False,13,12:15:00,refrigerator,Kitchen,1.4962097942447508
1149,False,13,12:15:00,well_pump,Kitchen,0.077609549446502
1150,False,13,12:30:00,ceiling_fan,HVAC,0.05523650508872697
1151,False,13,12:30:00,clothes_dryer,Laundry,1.7369533043008074
1152,False,13,12:30:00,clothes_washer,Laundry,0.09402453693913382
1153,False,13,12:30:00,cooling,HVAC,3.8950687141610696
1154,False,13,12:30:00,cooling_fans_pumps,HVAC,0.6447161843300017
1155,False,13,12:30:00,dishwasher,Kitchen,0.11444372240553527
1156,False,13,12:30:00,freezer,Kitchen,0.22174928545675418
1157,False,13,12:30:00,heating,HVAC,1.4951907375706206
1158,False,13,12:30:00,heating_fans_pumps,HVAC,0.9453129116383763
1159,False,13,12:30:00,heating_hp_bkup,HVAC,0.03918239769991968
1160,False,13,12:30:00,hot_tub_heater,Hot Tub,0.049680964562516285
1161,False,13,12:30:00,hot_tub_pump,Hot Tub,0.04918948023064089
1162,False,13,12:30:00,hot_water,HVAC,2.2854898837301696
1163,False,13,12:30:00,lighting_exterior,Lighting,0.11398302335598626
1164,False,13,12:30:00,lighting_garage,Lighting,0.01874534007599548
1165,False,13,12:30:00,lighting_interior,Lighting,2.206964877203964
1166,False,13,12:30:00,mech_vent,HVAC,0.03989006639875285
1167,False,13,12:30:00,plug_loads,Plugs,5.844081894077942
1168,False,13,12:30:00,pool_heater,Pool,0.07788411292141179
1169,False,13,12:30:00,pool_pump,Pool,1.5152457532778292
1170,False,13,12:30:00,range_oven,Kitchen,0.7164648935923911
1171,False,13,12:30:00,refrigerator,Kitchen,1.4962097942447508
1172,False,13,12:30:00,well_pump,Kitchen,0.077609549446502
1173,False,13,12:45:00,ceiling_fan,HVAC,0.055195261648289876
1174,False,13,12:45:00,clothes_dryer,Laundry,1.7094130951476045
1175,False,13,12:45:00,clothes_washer,Laundry,0.09320978259316576
1176,False,13,12:45:00,cooling,HVAC,4.018328025562698
1177,False,13,12:45:00,cooling_fans_pumps,HVAC,0.6666840118854823
1178,False,13,12:45:00,dishwasher,Kitchen,0.11599766722267058
1179,False,13,12:45:00,freezer,Kitchen,0.22174928545675418
1180,False,13,12:45:00,heating,HVAC,1.4725228026137203
1181,False,13,12:45:00,heating_fans_pumps,HVAC,0.9283715301874991
1182,False,13,12:45:00,heating_hp_bkup,HVAC,0.038529622056334936
1183,False,13,12:45:00,hot_tub_heater,Hot Tub,0.049680964562516285
1184,False,13,12:45:00,hot_tub_pump,Hot Tub,0.04918948023064089
1185,False,13,12:45:00,hot_water,HVAC,2.234750042933765
1186,False,13,12:45:00,lighting_exterior,Lighting,0.11398302335598626
1187,False,13,12:45:00,lighting_garage,Lighting,0.01874534007599548
1188,False,13,12:45:00,lighting_interior,Lighting,2.191128083466793
1189,False,13,12:45:00,mech_vent,HVAC,0.03989006639875285
1190,False,13,12:45:00,plug_loads,Plugs,5.833120025901104
1191,False,13,12:45:00,pool_heater,Pool,0.07788411292141179
1192,False,13,12:45:00,pool_pump,Pool,1.5152457532778292
1193,False,13,12:45:00,range_oven,Kitchen,0.6945618771575973
1194,False,13,12:45:00,refrigerator,Kitchen,1.4962097942447508
1195,False,13,12:45:00,well_pump,Kitchen,0.077609549446502
1196,False,14,13:00:00,ceiling_fan,HVAC,0.05521657075918239
1197,False,14,13:00:00,clothes_dryer,Laundry,1.696968476187717
1198,False,14,13:00:00,clothes_washer,Laundry,0.09377393393914463
1199,False,14,13:00:00,cooling,HVAC,4.140742533826041
1200,False,14,13:00:00,cooling_fans_pumps,HVAC,0.6889216402804887
1201,False,14,13:00:00,dishwasher,Kitchen,0.11637956184138454
1202,False,14,13:00:00,freezer,Kitchen,0.22174928545675418
1203,False,14,13:00:00,heating,HVAC,1.4345430930965464
1204,False,14,13:00:00,heating_fans_pumps,HVAC,0.9059101561281215
1205,False,14,13:00:00,heating_hp_bkup,HVAC,0.03635682923530779
1206,False,14,13:00:00,hot_tub_heater,Hot Tub,0.049680964562516285
1207,False,14,13:00:00,hot_tub_pump,Hot Tub,0.04918948023064089
1208,False,14,13:00:00,hot_water,HVAC,2.1907194297111308
1209,False,14,13:00:00,lighting_exterior,Lighting,0.11398302335598626
1210,False,14,13:00:00,lighting_garage,Lighting,0.01874534007599548
1211,False,14,13:00:00,lighting_interior,Lighting,2.1993615998600515
1212,False,14,13:00:00,mech_vent,HVAC,0.03989006639875285
1213,False,14,13:00:00,plug_loads,Plugs,5.837290228722631
1214,False,14,13:00:00,pool_heater,Pool,0.07788411292141179
1215,False,14,13:00:00,pool_pump,Pool,1.5152457532778292
1216,False,14,13:00:00,range_oven,Kitchen,0.6662268479879708
1217,False,14,13:00:00,refrigerator,Kitchen,1.4962097942447508
1218,False,14,13:00:00,well_pump,Kitchen,0.077609549446502
1219,False,14,13:15:00,ceiling_fan,HVAC,0.06055848008379567
1220,False,14,13:15:00,clothes_dryer,Laundry,1.6716604700495041
1221,False,14,13:15:00,clothes_washer,Laundry,0.09550787691418751
1222,False,14,13:15:00,cooling,HVAC,4.24609212671453
1223,False,14,13:15:00,cooling_fans_pumps,HVAC,0.7082048144595176
1224,False,14,13:15:00,dishwasher,Kitchen,0.11740868387895781
1225,False,14,13:15:00,freezer,Kitchen,0.22174928545675418
1226,False,14,13:15:00,heating,HVAC,1.4048725620460998
1227,False,14,13:15:00,heating_fans_pumps,HVAC,0.8854205622169737
1228,False,14,13:15:00,heating_hp_bkup,HVAC,0.03414176188783261
1229,False,14,13:15:00,hot_tub_heater,Hot Tub,0.07474676368682899
1230,False,14,13:15:00,hot_tub_pump,Hot Tub,0.07320219684245977
1231,False,14,13:15:00,hot_water,HVAC,2.1487707264425606
1232,False,14,13:15:00,lighting_exterior,Lighting,0.12843025684576398
1233,False,14,13:15:00,lighting_garage,Lighting,0.021616472722423594
1234,False,14,13:15:00,lighting_interior,Lighting,2.1805674550462055
1235,False,14,13:15:00,mech_vent,HVAC,0.04224275917901992
1236,False,14,13:15:00,plug_loads,Plugs,5.780272154305022
1237,False,14,13:15:00,pool_heater,Pool,0.062037253820800914
1238,False,14,13:15:00,pool_pump,Pool,1.2066944919911524
1239,False,14,13:15:00,range_oven,Kitchen,0.6414253996771263
1240,False,14,13:15:00,refrigerator,Kitchen,1.4962097942447508
1241,False,14,13:15:00,well_pump,Kitchen,0.077609549446502
1242,False,14,13:30:00,ceiling_fan,HVAC,0.060664927439590455
1243,False,14,13:30:00,clothes_dryer,Laundry,1.6594363561979535
1244,False,14,13:30:00,clothes_washer,Laundry,0.09774705203458486
1245,False,14,13:30:00,cooling,HVAC,4.346613782105187
1246,False,14,13:30:00,cooling_fans_pumps,HVAC,0.7267623986828565
1247,False,14,13:30:00,dishwasher,Kitchen,0.1151161377826615
1248,False,14,13:30:00,freezer,Kitchen,0.22174928545675418
1249,False,14,13:30:00,heating,HVAC,1.3769992630120331
1250,False,14,13:30:00,heating_fans_pumps,HVAC,0.867479371030834
1251,False,14,13:30:00,heating_hp_bkup,HVAC,0.032653953873398235
1252,False,14,13:30:00,hot_tub_heater,Hot Tub,0.07474676368682899
1253,False,14,13:30:00,hot_tub_pump,Hot Tub,0.07320219684245977
1254,False,14,13:30:00,hot_water,HVAC,2.1030806539343394
1255,False,14,13:30:00,lighting_exterior,Lighting,0.12843025684576398
1256,False,14,13:30:00,lighting_garage,Lighting,0.021616472722423594
1257,False,14,13:30:00,lighting_interior,Lighting,2.2002314436586032
1258,False,14,13:30:00,mech_vent,HVAC,0.04224275917901992
1259,False,14,13:30:00,plug_loads,Plugs,5.792443535472014
1260,False,14,13:30:00,pool_heater,Pool,0.062037253820800914
1261,False,14,13:30:00,pool_pump,Pool,1.2066944919911524
1262,False,14,13:30:00,range_oven,Kitchen,0.6149983215217202
1263,False,14,13:30:00,refrigerator,Kitchen,1.4962097942447508
1264,False,14,13:30:00,well_pump,Kitchen,0.077609549446502
1265,False,14,13:45:00,ceiling_fan,HVAC,0.060651228725445275
1266,False,14,13:45:00,clothes_dryer,Laundry,1.654661691477352
1267,False,14,13:45:00,clothes_washer,Laundry,0.10056992003583477
1268,False,14,13:45:00,cooling,HVAC,4.441365971172033
1269,False,14,13:45:00,cooling_fans_pumps,HVAC,0.7440702575616178
1270,False,14,13:45:00,dishwasher,Kitchen,0.11213875417777401
1271,False,14,13:45:00,freezer,Kitchen,0.22174928545675418
1272,False,14,13:45:00,heating,HVAC,1.3536773740275356
1273,False,14,13:45:00,heating_fans_pumps,HVAC,0.8528807642947853
1274,False,14,13:45:00,heating_hp_bkup,HVAC,0.0315003650245059
1275,False,14,13:45:00,hot_tub_heater,Hot Tub,0.07474676368682899
1276,False,14,13:45:00,hot_tub_pump,Hot Tub,0.07320219684245977
1277,False,14,13:45:00,hot_water,HVAC,2.0808888352178183
1278,False,14,13:45:00,lighting_exterior,Lighting,0.12843025684576398
1279,False,14,13:45:00,lighting_garage,Lighting,0.021616472722423594
1280,False,14,13:45:00,lighting_interior,Lighting,2.2037523077899173
1281,False,14,13:45:00,mech_vent,HVAC,0.04224275917901992
1282,False,14,13:45:00,plug_loads,Plugs,5.7932538217786025
1283,False,14,13:45:00,pool_heater,Pool,0.062037253820800914
1284,False,14,13:45:00,pool_pump,Pool,1.2066944919911524
1285,False,14,13:45:00,range_oven,Kitchen,0.6015928776976501
1286,False,14,13:45:00,refrigerator,Kitchen,1.4962097942447508
1287,False,14,13:45:00,well_pump,Kitchen,0.077609549446502
1288,False,15,14:00:00,ceiling_fan,HVAC,0.060761849524617634
1289,False,15,14:00:00,clothes_dryer,Laundry,1.6698088850705477
1290,False,15,14:00:00,clothes_washer,Laundry,0.10381096706351656
1291,False,15,14:00:00,cooling,HVAC,4.531169340181097
1292,False,15,14:00:00,cooling_fans_pumps,HVAC,0.7608642919115999
1293,False,15,14:00:00,dishwasher,Kitchen,0.10835152616030384
1294,False,15,14:00:00,freezer,Kitchen,0.22174928545675418
1295,False,15,14:00:00,heating,HVAC,1.3338212597217682
1296,False,15,14:00:00,heating_fans_pumps,HVAC,0.8405755874430424
1297,False,15,14:00:00,heating_hp_bkup,HVAC,0.03064849158214445
1298,False,15,14:00:00,hot_tub_heater,Hot Tub,0.07474676368682899
1299,False,15,14:00:00,hot_tub_pump,Hot Tub,0.07320219684245977
1300,False,15,14:00:00,hot_water,HVAC,2.0483312142374412
1301,False,15,14:00:00,lighting_exterior,Lighting,0.12843025684576398
1302,False,15,14:00:00,lighting_garage,Lighting,0.021616472722423594
1303,False,15,14:00:00,lighting_interior,Lighting,2.2249682281467624
1304,False,15,14:00:00,mech_vent,HVAC,0.04224275917901992
1305,False,15,14:00:00,plug_loads,Plugs,5.806074983529813
1306,False,15,14:00:00,pool_heater,Pool,0.062037253820800914
1307,False,15,14:00:00,pool_pump,Pool,1.2066944919911524
1308,False,15,14:00:00,range_oven,Kitchen,0.5921623195450387
1309,False,15,14:00:00,refrigerator,Kitchen,1.4962097942447508
1310,False,15,14:00:00,well_pump,Kitchen,0.077609549446502
1311,False,15,14:15:00,ceiling_fan,HVAC,0.06359738515400182
1312,False,15,14:15:00,clothes_dryer,Laundry,1.7066465440822849
1313,False,15,14:15:00,clothes_washer,Laundry,0.10532091887751896
1314,False,15,14:15:00,cooling,HVAC,4.599358347739094
1315,False,15,14:15:00,cooling_fans_pumps,HVAC,0.7743830569982045
1316,False,15,14:15:00,dishwasher,Kitchen,0.10408204448572275
1317,False,15,14:15:00,freezer,Kitchen,0.21990904242391807
1318,False,15,14:15:00,heating,HVAC,1.316472599296575
1319,False,15,14:15:00,heating_fans_pumps,HVAC,0.829917889639426
1320,False,15,14:15:00,heating_hp_bkup,HVAC,0.030314517913271687
1321,False,15,14:15:00,hot_tub_heater,Hot Tub,0.1700227935465594
1322,False,15,14:15:00,hot_tub_pump,Hot Tub,0.1663500160763022
1323,False,15,14:15:00,hot_water,HVAC,2.0479845238411003
1324,False,15,14:15:00,lighting_exterior,Lighting,0.13531688031274802
1325,False,15,14:15:00,lighting_garage,Lighting,0.024459913344558232
1326,False,15,14:15:00,lighting_interior,Lighting,2.268971640338442
1327,False,15,14:15:00,mech_vent,HVAC,0.039169631873117734
1328,False,15,14:15:00,plug_loads,Plugs,5.8720455358863
1329,False,15,14:15:00,pool_heater,Pool,0.050983422591653
1330,False,15,14:15:00,pool_pump,Pool,0.9914853360023766
1331,False,15,14:15:00,range_oven,Kitchen,0.5921130238138497
1332,False,15,14:15:00,refrigerator,Kitchen,1.4578825596425602
1333,False,15,14:15:00,well_pump,Kitchen,0.07942769777910398
1334,False,15,14:30:00,ceiling_fan,HVAC,0.06385815171609875
1335,False,15,14:30:00,clothes_dryer,Laundry,1.7469180141064131
1336,False,15,14:30:00,clothes_washer,Laundry,0.10546802048174458
1337,False,15,14:30:00,cooling,HVAC,4.657938321065922
1338,False,15,14:30:00,cooling_fans_pumps,HVAC,0.7862874359876998
1339,False,15,14:30:00,dishwasher,Kitchen,0.09950623206722853
1340,False,15,14:30:00,freezer,Kitchen,0.21990904242391807
1341,False,15,14:30:00,heating,HVAC,1.3024263109670464
1342,False,15,14:30:00,heating_fans_pumps,HVAC,0.821256079756962
1343,False,15,14:30:00,heating_hp_bkup,HVAC,0.03027661322753664
1344,False,15,14:30:00,hot_tub_heater,Hot Tub,0.1700227935465594
1345,False,15,14:30:00,hot_tub_pump,Hot Tub,0.1663500160763022
1346,False,15,14:30:00,hot_water,HVAC,2.0435520323781247
1347,False,15,14:30:00,lighting_exterior,Lighting,0.13531688031274802
1348,False,15,14:30:00,lighting_garage,Lighting,0.024459913344558232
1349,False,15,14:30:00,lighting_interior,Lighting,2.304762943446423
1350,False,15,14:30:00,mech_vent,HVAC,0.039169631873117734
1351,False,15,14:30:00,plug_loads,Plugs,5.895035267877277
1352,False,15,14:30:00,pool_heater,Pool,0.050983422591653
1353,False,15,14:30:00,pool_pump,Pool,0.9914853360023766
1354,False,15,14:30:00,range_oven,Kitchen,0.5958162428710961
1355,False,15,14:30:00,refrigerator,Kitchen,1.4578825596425602
1356,False,15,14:30:00,well_pump,Kitchen,0.07942769777910398
1357,False,15,14:45:00,ceiling_fan,HVAC,0.06401723355778469
1358,False,15,14:45:00,clothes_dryer,Laundry,1.775760190295414
1359,False,15,14:45:00,clothes_washer,Laundry,0.10320041684704599
1360,False,15,14:45:00,cooling,HVAC,4.705918239207077
1361,False,15,14:45:00,cooling_fans_pumps,HVAC,0.7960308550956269
1362,False,15,14:45:00,dishwasher,Kitchen,0.09558948000705235
1363,False,15,14:45:00,freezer,Kitchen,0.21990904242391807
1364,False,15,14:45:00,heating,HVAC,1.2939607511219955
1365,False,15,14:45:00,heating_fans_pumps,HVAC,0.8162533977299438
1366,False,15,14:45:00,heating_hp_bkup,HVAC,0.02979480146443042
1367,False,15,14:45:00,hot_tub_heater,Hot Tub,0.1700227935465594
1368,False,15,14:45:00,hot_tub_pump,Hot Tub,0.1663500160763022
1369,False,15,14:45:00,hot_water,HVAC,2.0534917506227988
1370,False,15,14:45:00,lighting_exterior,Lighting,0.13531688031274802
1371,False,15,14:45:00,lighting_garage,Lighting,0.024459913344558232
1372,False,15,14:45:00,lighting_interior,Lighting,2.3248297429937566
1373,False,15,14:45:00,mech_vent,HVAC,0.039169631873117734
1374,False,15,14:45:00,plug_loads,Plugs,5.909145729036153
1375,False,15,14:45:00,pool_heater,Pool,0.050983422591653
1376,False,15,14:45:00,pool_pump,Pool,0.9914853360023766
1377,False,15,14:45:00,range_oven,Kitchen,0.6170527849481601
1378,False,15,14:45:00,refrigerator,Kitchen,1.4578825596425602
1379,False,15,14:45:00,well_pump,Kitchen,0.07942769777910398
1380,False,16,15:00:00,ceiling_fan,HVAC,0.06427957129856493
1381,False,16,15:00:00,clothes_dryer,Laundry,1.7858185325306786
1382,False,16,15:00:00,clothes_washer,Laundry,0.10100292706109043
1383,False,16,15:00:00,cooling,HVAC,4.74472826755905
1384,False,16,15:00:00,cooling_fans_pumps,HVAC,0.8040845697283129
1385,False,16,15:00:00,dishwasher,Kitchen,0.09484479041049348
1386,False,16,15:00:00,freezer,Kitchen,0.21990904242391807
1387,False,16,15:00:00,heating,HVAC,1.289760843203485
1388,False,16,15:00:00,heating_fans_pumps,HVAC,0.8141315700174567
1389,False,16,15:00:00,heating_hp_bkup,HVAC,0.029995666839225853
1390,False,16,15:00:00,hot_tub_heater,Hot Tub,0.1700227935465594
1391,False,16,15:00:00,hot_tub_pump,Hot Tub,0.1663500160763022
1392,False,16,15:00:00,hot_water,HVAC,2.0827113533911334
1393,False,16,15:00:00,lighting_exterior,Lighting,0.13531688031274802
1394,False,16,15:00:00,lighting_garage,Lighting,0.024459913344558232
1395,False,16,15:00:00,lighting_interior,Lighting,2.360133293319235
1396,False,16,15:00:00,mech_vent,HVAC,0.039169631873117734
1397,False,16,15:00:00,plug_loads,Plugs,5.9323930361325266
1398,False,16,15:00:00,pool_heater,Pool,0.050983422591653
1399,False,16,15:00:00,pool_pump,Pool,0.9914853360023766
1400,False,16,15:00:00,range_oven,Kitchen,0.6582478134420761
1401,False,16,15:00:00,refrigerator,Kitchen,1.4578825596425602
1402,False,16,15:00:00,well_pump,Kitchen,0.07942769777910398
1403,False,16,15:15:00,ceiling_fan,HVAC,0.07245623066322075
1404,False,16,15:15:00,clothes_dryer,Laundry,1.787464391300788
1405,False,16,15:15:00,clothes_washer,Laundry,0.0992486569618321
1406,False,16,15:15:00,cooling,HVAC,4.7641953187433606
1407,False,16,15:15:00,cooling_fans_pumps,HVAC,0.8094865766375632
1408,False,16,15:15:00,dishwasher,Kitchen,0.09519084251549428
1409,False,16,15:15:00,freezer,Kitchen,0.22450965000600842
1410,False,16,15:15:00,heating,HVAC,1.2851923956850688
1411,False,16,15:15:00,heating_fans_pumps,HVAC,0.8130850177163653
1412,False,16,15:15:00,heating_hp_bkup,HVAC,0.030133488669353142
1413,False,16,15:15:00,hot_tub_heater,Hot Tub,0.37629542887995937
1414,False,16,15:15:00,hot_tub_pump,Hot Tub,0.3681182294226312
1415,False,16,15:15:00,hot_water,HVAC,2.113597583947797
1416,False,16,15:15:00,lighting_exterior,Lighting,0.1527669308623494
1417,False,16,15:15:00,lighting_garage,Lighting,0.03020718676946754
1418,False,16,15:15:00,lighting_interior,Lighting,2.564745143685034
1419,False,16,15:15:00,mech_vent,HVAC,0.058358928125818256
1420,False,16,15:15:00,plug_loads,Plugs,6.110835236150314
1421,False,16,15:15:00,pool_heater,Pool,0.03538176556430745
1422,False,16,15:15:00,pool_pump,Pool,0.6883071130179763
1423,False,16,15:15:00,range_oven,Kitchen,0.719610540614395
1424,False,16,15:15:00,refrigerator,Kitchen,1.5183104354983068
1425,False,16,15:15:00,well_pump,Kitchen,0.09853681481962143
1426,False,16,15:30:00,ceiling_fan,HVAC,0.0731496114559025
1427,False,16,15:30:00,clothes_dryer,Laundry,1.7707338914888124
1428,False,16,15:30:00,clothes_washer,Laundry,0.09604045738849844
1429,False,16,15:30:00,cooling,HVAC,4.76639349591999
1430,False,16,15:30:00,cooling_fans_pumps,HVAC,0.8115453608053821
1431,False,16,15:30:00,dishwasher,Kitchen,0.09786714900519096
1432,False,16,15:30:00,freezer,Kitchen,0.22450965000600842
1433,False,16,15:30:00,heating,HVAC,1.2873984778544487
1434,False,16,15:30:00,heating_fans_pumps,HVAC,0.8144473769328036
1435,False,16,15:30:00,heating_hp_bkup,HVAC,0.030326105356061152
1436,False,16,15:30:00,hot_tub_heater,Hot Tub,0.37629542887995937
1437,False,16,15:30:00,hot_tub_pump,Hot Tub,0.3681182294226312
1438,False,16,15:30:00,hot_water,HVAC,2.1498555762240574
1439,False,16,15:30:00,lighting_exterior,Lighting,0.1527669308623494
1440,False,16,15:30:00,lighting_garage,Lighting,0.03020718676946754
1441,False,16,15:30:00,lighting_interior,Lighting,2.6212878874516043
1442,False,16,15:30:00,mech_vent,HVAC,0.058358928125818256
